ID,Name,Category,City,Country,Latitude,Longitude,Description,Entry_Time,Fee,Visit_Time
10527,Bukit Tunggang,Natural Landmark,Unknown,Indonesia,0.003,100.7753,Not Available,0,Not Available,Not Available
10528,Bukit Tungku Tiga,Natural Landmark,Unknown,Indonesia,-4.1754527,103.3158677,Not Available,0,Not Available,Not Available
10529,Bukit Tungkuwiri,Scenic View,Unknown,Indonesia,-2.5735353,140.4555331,Not Available,0,Not Available,Not Available
10530,Bukit Tungun,Natural Landmark,Unknown,Indonesia,0.583333,113.083333,Not Available,0,Not Available,Not Available
10531,Bukit Tutatjaru,Natural Landmark,Unknown,Indonesia,0.233333,113.216667,Not Available,0,Not Available,Not Available
10532,Bukit Tutuban,Natural Landmark,Unknown,Indonesia,-8.4734,116.0679,Not Available,0,Not Available,Not Available
10533,Bukit Ubar,Natural Landmark,Unknown,Indonesia,0.2783,100.7269,Not Available,Not Available,0,Not Available
10534,Bukit Udu,Natural Landmark,Unknown,Indonesia,-6.4071,120.4643,Not Available,0,Not Available,Not Available
10535,Bukit Ujan,Natural Landmark,Unknown,Indonesia,-1.4587953,101.6325571,Not Available,0,Not Available,Not Available
10536,Bukit Ujungrajo,Natural Landmark,Unknown,Indonesia,-0.160894,99.77148,Not Available,0,Not Available,Not Available
10537,Bukit Ukeng,Natural Landmark,Unknown,Indonesia,1.75,115.133333,Not Available,0,Not Available,Not Available
10538,Bukit Ulu Mayang,Natural Landmark,Unknown,Indonesia,-2.3225603,101.6484085,Not Available,0,Not Available,Not Available
10539,Bukit Uluasang,Natural Landmark,Unknown,Indonesia,0.226,100.6734,Not Available,0,Not Available,Not Available
10540,Bukit Ulumunkopo,Natural Landmark,Unknown,Indonesia,-0.557829,100.791647,Not Available,0,Not Available,Not Available
10541,Bukit Uluselua,Natural Landmark,Unknown,Indonesia,1.1797409,113.2471785,Not Available,0,Not Available,Not Available
10542,Bukit Umbun,Natural Landmark,Unknown,Indonesia,-8.862,116.0815,Not Available,0,Not Available,Not Available
10543,Bukit Undisan,Natural Landmark,Unknown,Indonesia,-8.4424,115.3958,Not Available,0,Not Available,Not Available
10544,Bukit Unjukbalui,Natural Landmark,Unknown,Indonesia,1.0472053,113.4330213,Not Available,0,Not Available,Not Available
10545,Bukit Usi,Natural Landmark,Unknown,Indonesia,5.1419,96.6527,Not Available,0,Not Available,Not Available
10546,Bukit Wadas,Natural Landmark,Unknown,Indonesia,-7.558056,109.819722,Not Available,0,Not Available,Not Available
10547,Bukit Walugen,Natural Landmark,Unknown,Indonesia,-7.2666699,112.2493681,Not Available,0,Not Available,Not Available
10548,Bukit Wangkapopo,Natural Landmark,Unknown,Indonesia,-5.3749,122.6689,Not Available,0,Not Available,Not Available
10549,Bukit Wantiro,Scenic View,Unknown,Indonesia,-5.4493694,122.6423045,Not Available,0,Not Available,Not Available
10550,Bukit Wasunusi,Natural Landmark,Unknown,Indonesia,-4.4464,122.3875,Not Available,0,Not Available,Not Available
10551,Bukit Watowato,Natural Landmark,Unknown,Indonesia,1.0133696,128.1089183,Not Available,0,Not Available,Not Available
10552,Bukit Watu Dodol,Scenic View,Unknown,Indonesia,-8.0923763,114.4147908,Not Available,0,Not Available,Not Available
10553,Bukit Watubajul,Natural Landmark,Unknown,Indonesia,-7.3435,111.7638,Not Available,0,Not Available,Not Available
10554,Bukit Watujaran,Natural Landmark,Unknown,Indonesia,-7.743056,110.776389,Not Available,0,Not Available,Not Available
10555,Bukit Watulawang,Natural Landmark,Unknown,Indonesia,-7.601111,109.732222,Not Available,0,Not Available,Not Available
10556,Bukit Watulika,Natural Landmark,Unknown,Indonesia,-8.5377,122.0034,Not Available,0,Not Available,Not Available
10557,Bukit Watunumpuk,Natural Landmark,Unknown,Indonesia,-7.7726,114.3153,Not Available,0,Not Available,Not Available
10558,Bukit Watupos,Natural Landmark,Unknown,Indonesia,-7.8799,114.1306,Not Available,0,Not Available,Not Available
10559,Bukit Waukara,Natural Landmark,Unknown,Indonesia,-1.25,119.7,Not Available,0,Not Available,Not Available
10560,Bukit Widoro,Natural Landmark,Unknown,Indonesia,-7.638333,109.719167,Not Available,0,Not Available,Not Available
10561,Bukit Widuri,Natural Landmark,Unknown,Indonesia,-7.7891,114.384,Not Available,0,Not Available,Not Available
10562,Bukit Wilas,Natural Landmark,Unknown,Indonesia,-8.3377,114.0695,Not Available,0,Not Available,Not Available
10563,Bukit Wisata Pulepayung,Tourist Attraction,Unknown,Indonesia,-7.7999084,110.1234788,Not Available,0,Not Available,Not Available
10564,Bukit lepang putek,Natural Landmark,Unknown,Indonesia,-8.445,116.1727,Not Available,0,Not Available,Not Available
10565,Buku Airpanas,Natural Landmark,Unknown,Indonesia,-0.8,127.666667,Not Available,0,Not Available,Not Available
10566,Buku Aketui,Natural Landmark,Unknown,Indonesia,0.633333,127.583333,Not Available,0,Not Available,Not Available
10567,Buku Amasing,Natural Landmark,Unknown,Indonesia,-0.583333,127.483333,Not Available,0,Not Available,Not Available
10568,Buku Baikole,Natural Landmark,Unknown,Indonesia,0.05,127.75,Not Available,0,Not Available,Not Available
10569,Buku Bakol,Natural Landmark,Unknown,Indonesia,0.8503841,127.6490962,Not Available,Not Available,0,Not Available
10570,Buku Batudulang,Natural Landmark,Unknown,Indonesia,-0.533333,127.383333,Not Available,0,Not Available,Not Available
10571,Buku Bial,Natural Landmark,Unknown,Indonesia,0.45,128.5,Not Available,0,Not Available,Not Available
10572,Buku Bibinoi,Natural Landmark,Unknown,Indonesia,-0.783333,127.716667,Not Available,0,Not Available,Not Available
10573,Buku Bistiung,Natural Landmark,Unknown,Indonesia,0.283333,127.733333,Not Available,0,Not Available,Not Available
10574,Buku Bosoboso,Natural Landmark,Unknown,Indonesia,-0.833333,127.666667,Not Available,Not Available,0,Not Available
10575,Buku Buku,Natural Landmark,Unknown,Indonesia,0.05,127.8,Not Available,0,Not Available,Not Available
10576,Buku Bulu,Natural Landmark,Unknown,Indonesia,0.2,127.833333,Not Available,0,Not Available,Not Available
10577,Buku Busak,Natural Landmark,Unknown,Indonesia,0.3,127.75,Not Available,0,Not Available,Not Available
10578,Buku Caka,Natural Landmark,Unknown,Indonesia,-0.6,127.583333,Not Available,0,Not Available,Not Available
10579,Buku Cengo,Natural Landmark,Unknown,Indonesia,-0.333333,127.833333,Not Available,0,Not Available,Not Available
10580,Buku Cukur,Natural Landmark,Unknown,Indonesia,-0.483333,127.183333,Not Available,0,Not Available,Not Available
10581,Buku Daekonorang,Natural Landmark,Unknown,Indonesia,0.1,127.7,Not Available,0,Not Available,Not Available
10582,Buku Dalima,Natural Landmark,Unknown,Indonesia,0.633333,127.616667,Not Available,0,Not Available,Not Available
10583,Buku Damarsafi,Natural Landmark,Unknown,Indonesia,0.25,127.766667,Not Available,0,Not Available,Not Available
10584,Buku Damoli,Natural Landmark,Unknown,Indonesia,0.416667,128.566667,Not Available,0,Not Available,Not Available
10585,Buku Disana,Natural Landmark,Unknown,Indonesia,-0.466667,127.533333,Not Available,0,Not Available,Not Available
10586,Buku Dodola,Natural Landmark,Unknown,Indonesia,1.45,127.55,Not Available,0,Not Available,Not Available
10587,Buku Dodom,Natural Landmark,Unknown,Indonesia,0.7,127.733333,Not Available,0,Not Available,Not Available
10588,Buku Dufadufa,Natural Landmark,Unknown,Indonesia,-0.466667,127.15,Not Available,0,Not Available,Not Available
10589,Buku Dufuk,Natural Landmark,Unknown,Indonesia,0.116667,127.783333,Not Available,0,Not Available,Not Available
10590,Buku Dufuk-kecil,Natural Landmark,Unknown,Indonesia,0.15,127.816667,Not Available,0,Not Available,Not Available
10591,Buku Dukur,Natural Landmark,Unknown,Indonesia,0.083333,127.8,Not Available,0,Not Available,Not Available
10592,Buku Durian,Natural Landmark,Unknown,Indonesia,-0.25,127.716667,Not Available,0,Not Available,Not Available
10593,Buku Foni,Natural Landmark,Unknown,Indonesia,0.433333,128.516667,Not Available,0,Not Available,Not Available
10594,Buku Foya,Natural Landmark,Unknown,Indonesia,0.116667,127.9,Not Available,0,Not Available,Not Available
10595,Buku Gabijapan,Natural Landmark,Unknown,Indonesia,-0.45,127.233333,Not Available,0,Not Available,Not Available
10596,Buku Gaku,Natural Landmark,Unknown,Indonesia,-0.633333,127.25,Not Available,0,Not Available,Not Available
10597,Buku Gamamadehi,Natural Landmark,Unknown,Indonesia,0.366667,127.633333,Not Available,0,Not Available,Not Available
10598,Buku Gambir,Natural Landmark,Unknown,Indonesia,0.733333,127.4,Not Available,0,Not Available,Not Available
10599,Buku Gamenli,Natural Landmark,Unknown,Indonesia,0.416667,127.783333,Not Available,0,Not Available,Not Available
10600,Buku Gamknora,Natural Landmark,Unknown,Indonesia,-0.466667,127.6,Not Available,0,Not Available,Not Available
10601,Buku Gandarusa,Natural Landmark,Unknown,Indonesia,0.183333,127.833333,Not Available,0,Not Available,Not Available
10602,Buku Gauraja,Natural Landmark,Unknown,Indonesia,0.533333,128.016667,Not Available,0,Not Available,Not Available
10603,Buku Gemia,Natural Landmark,Unknown,Indonesia,0.3,128.766667,Not Available,0,Not Available,Not Available
10604,Buku Genem,Natural Landmark,Unknown,Indonesia,-0.666667,127.6,Not Available,0,Not Available,Not Available
10605,Buku Gigima,Natural Landmark,Unknown,Indonesia,-0.033333,127.816667,Not Available,0,Not Available,Not Available
10606,Buku Gita,Natural Landmark,Unknown,Indonesia,0.416667,127.65,Not Available,0,Not Available,Not Available
10607,Buku Gogosoma,Natural Landmark,Unknown,Indonesia,-0.666667,128.05,Not Available,0,Not Available,Not Available
10608,Buku Gohauku,Natural Landmark,Unknown,Indonesia,-0.25,127.783333,Not Available,0,Not Available,Not Available
10609,Buku Goheba,Natural Landmark,Unknown,Indonesia,0.383333,127.633333,Not Available,Not Available,0,Not Available
10610,Buku Gorogoro,Natural Landmark,Unknown,Indonesia,0.7,127.7,Not Available,Not Available,0,Not Available
10611,Buku Guba,Natural Landmark,Unknown,Indonesia,0.25,128.866667,Not Available,0,Not Available,Not Available
10612,Buku Guguci,Natural Landmark,Unknown,Indonesia,0.516667,127.616667,Not Available,0,Not Available,Not Available
10613,Buku Guguse,Natural Landmark,Unknown,Indonesia,-0.583333,127.433333,Not Available,0,Not Available,Not Available
10614,Buku Guraci,Natural Landmark,Unknown,Indonesia,0.066667,127.75,Not Available,0,Not Available,Not Available
10615,Buku Honor,Natural Landmark,Unknown,Indonesia,1.183333,127.416667,Not Available,0,Not Available,Not Available
10616,Buku Ici;Buku Luo,Natural Landmark,Unknown,Indonesia,-0.7000021,128.0999998,Not Available,0,Not Available,Not Available
10617,Buku Igo,Natural Landmark,Unknown,Indonesia,0.3,127.8,Not Available,0,Not Available,Not Available
10618,Buku Indari,Natural Landmark,Unknown,Indonesia,-0.466667,127.316667,Not Available,0,Not Available,Not Available
10619,Buku Inggoi,Natural Landmark,Unknown,Indonesia,-0.6,127.516667,Not Available,0,Not Available,Not Available
10620,Buku Jere,Natural Landmark,Unknown,Indonesia,-0.766667,127.666667,Not Available,0,Not Available,Not Available
10621,Buku Jikolamo,Natural Landmark,Unknown,Indonesia,-0.866667,127.7,Not Available,0,Not Available,Not Available
10622,Buku Jojame,Natural Landmark,Unknown,Indonesia,-0.45,127.416667,Not Available,0,Not Available,Not Available
10623,Buku Kabau,Natural Landmark,Unknown,Indonesia,-0.366667,127.166667,Not Available,0,Not Available,Not Available
10624,Buku Kailaka,Natural Landmark,Unknown,Indonesia,-0.416667,127.5,Not Available,0,Not Available,Not Available
10625,Buku Kalaodi,Natural Landmark,Unknown,Indonesia,0.583333,127.65,Not Available,Not Available,0,Not Available
10626,Buku Kalulu,Natural Landmark,Unknown,Indonesia,0.45,127.683333,Not Available,0,Not Available,Not Available
10627,Buku Kambing,Natural Landmark,Unknown,Indonesia,-0.416667,127.216667,Not Available,0,Not Available,Not Available
10628,Buku Kewinet,Natural Landmark,Unknown,Indonesia,0.466667,128.066667,Not Available,0,Not Available,Not Available
10629,Buku Kidori,Natural Landmark,Unknown,Indonesia,0.683333,128.016667,Not Available,0,Not Available,Not Available
10630,Buku Kiematabu,Natural Landmark,Unknown,Indonesia,0.65,127.4,Not Available,0,Not Available,Not Available
10631,Buku Kole,Natural Landmark,Unknown,Indonesia,1.416667,127.566667,Not Available,0,Not Available,Not Available
10632,Buku Kompania,Natural Landmark,Unknown,Indonesia,0.433333,127.8,Not Available,0,Not Available,Not Available
10633,Buku Korojoo,Natural Landmark,Unknown,Indonesia,-0.6,127.466667,Not Available,0,Not Available,Not Available
10634,Buku Kota,Natural Landmark,Unknown,Indonesia,0.45,127.416667,Not Available,0,Not Available,Not Available
10635,Buku Kuluting,Natural Landmark,Unknown,Indonesia,0.183333,127.766667,Not Available,0,Not Available,Not Available
10636,Buku Kusu,Natural Landmark,Unknown,Indonesia,0.666667,127.583333,Not Available,0,Not Available,Not Available
10637,Buku Kusukusu,Natural Landmark,Unknown,Indonesia,-0.1,127.833333,Not Available,0,Not Available,Not Available
10638,Buku Langgar,Natural Landmark,Unknown,Indonesia,-0.516667,127.4,Not Available,0,Not Available,Not Available
10639,Buku Lansa,Natural Landmark,Unknown,Indonesia,-0.733333,127.65,Not Available,0,Not Available,Not Available
10640,Buku Legalol,Natural Landmark,Unknown,Indonesia,0.516667,128.05,Not Available,0,Not Available,Not Available
10641,Buku Lenggiua,Natural Landmark,Unknown,Indonesia,0.266667,127.75,Not Available,0,Not Available,Not Available
10642,Buku Liaro,Natural Landmark,Unknown,Indonesia,-0.866667,127.8,Not Available,0,Not Available,Not Available
10643,Buku Ligua,Natural Landmark,Unknown,Indonesia,-0.733333,127.166667,Not Available,0,Not Available,Not Available
10644,Buku Limber,Natural Landmark,Unknown,Indonesia,0.55,127.966667,Not Available,0,Not Available,Not Available
10645,Buku Loti,Natural Landmark,Unknown,Indonesia,0.566667,127.383333,Not Available,0,Not Available,Not Available
10646,Buku Luo,Natural Landmark,Unknown,Indonesia,-0.7,128.1,Not Available,0,Not Available,Not Available
10647,Buku Mafukapal,Natural Landmark,Unknown,Indonesia,0.166667,127.8,Not Available,0,Not Available,Not Available
10648,Buku Mafumatiti,Natural Landmark,Unknown,Indonesia,0.116667,127.766667,Not Available,0,Not Available,Not Available
10649,Buku Magelenga,Natural Landmark,Unknown,Indonesia,0.75,127.933333,Not Available,0,Not Available,Not Available
10650,Buku Maitara,Natural Landmark,Unknown,Indonesia,0.116667,127.7,Not Available,0,Not Available,Not Available
10651,Buku Mein,Natural Landmark,Unknown,Indonesia,0.666667,128.066667,Not Available,0,Not Available,Not Available
10652,Buku Mimi,Natural Landmark,Unknown,Indonesia,0.283333,127.85,Not Available,0,Not Available,Not Available
10653,Buku Ngusulingi,Natural Landmark,Unknown,Indonesia,0.833333,127.333333,Not Available,0,Not Available,Not Available
10654,Buku Nuspera,Natural Landmark,Unknown,Indonesia,0.6,128.216667,Not Available,0,Not Available,Not Available
10655,Buku Paji,Natural Landmark,Unknown,Indonesia,0.816667,127.35,Not Available,0,Not Available,Not Available
10656,Buku Pangeo,Natural Landmark,Unknown,Indonesia,2.45,128.45,Not Available,0,Not Available,Not Available
10657,Buku Panjang,Natural Landmark,Unknown,Indonesia,0.783333,127.883333,Not Available,0,Not Available,Not Available
10658,Buku Parabesi,Natural Landmark,Unknown,Indonesia,-0.6,127.4,Not Available,0,Not Available,Not Available
10659,Buku Parapara,Natural Landmark,Unknown,Indonesia,-0.566667,127.433333,Not Available,Not Available,0,Not Available
10660,Buku Pasegal,Natural Landmark,Unknown,Indonesia,-0.316667,127.8,Not Available,0,Not Available,Not Available
10661,Buku Pasirputih,Natural Landmark,Unknown,Indonesia,-0.233333,127.7,Not Available,0,Not Available,Not Available
10662,Buku Pora,Natural Landmark,Unknown,Indonesia,1.183333,127.433333,Not Available,0,Not Available,Not Available
10663,Buku Pulo,Natural Landmark,Unknown,Indonesia,0.083333,127.75,Not Available,0,Not Available,Not Available
10664,Buku Raroang,Natural Landmark,Unknown,Indonesia,-0.516667,127.616667,Not Available,0,Not Available,Not Available
10665,Buku Rica,Natural Landmark,Unknown,Indonesia,-0.4921516,127.6118574,Not Available,Not Available,0,Not Available
10666,Buku Rogirogi,Natural Landmark,Unknown,Indonesia,-0.2658945,127.756845,Not Available,0,Not Available,Not Available
10667,Buku Sabatang,Natural Landmark,Unknown,Indonesia,-0.466667,127.633333,Not Available,0,Not Available,Not Available
10668,Buku Sagutora,Natural Landmark,Unknown,Indonesia,0.166667,127.75,Not Available,0,Not Available,Not Available
10669,Buku Sambiki,Natural Landmark,Unknown,Indonesia,0.083333,127.766667,Not Available,0,Not Available,Not Available
10670,Buku Saolat,Natural Landmark,Unknown,Indonesia,0.75,127.983333,Not Available,0,Not Available,Not Available
10671,Buku Segelu,Natural Landmark,Unknown,Indonesia,0.033333,127.8,Not Available,0,Not Available,Not Available
10672,Buku Sehomangora,Natural Landmark,Unknown,Indonesia,0.316667,127.783333,Not Available,0,Not Available,Not Available
10673,Buku Semlaos,Natural Landmark,Unknown,Indonesia,0.75,128.05,Not Available,0,Not Available,Not Available
10674,Buku Sepat,Natural Landmark,Unknown,Indonesia,0.016667,127.833333,Not Available,0,Not Available,Not Available
10675,Buku Silang,Natural Landmark,Unknown,Indonesia,-0.85,127.733333,Not Available,0,Not Available,Not Available
10676,Buku Sinopa,Natural Landmark,Unknown,Indonesia,0.216667,127.766667,Not Available,0,Not Available,Not Available
10677,Buku Siperak,Natural Landmark,Unknown,Indonesia,-0.566667,127.483333,Not Available,0,Not Available,Not Available
10678,Buku Suanggi,Natural Landmark,Unknown,Indonesia,-0.6,127.566667,Not Available,0,Not Available,Not Available
10679,Buku Subaim,Natural Landmark,Unknown,Indonesia,1.083333,128.05,Not Available,0,Not Available,Not Available
10680,Buku Sungai,Natural Landmark,Unknown,Indonesia,0.583333,128.466667,Not Available,0,Not Available,Not Available
10681,Buku Supera,Natural Landmark,Unknown,Indonesia,0.35,127.766667,Not Available,0,Not Available,Not Available
10682,Buku Superak,Natural Landmark,Unknown,Indonesia,0.166667,127.766667,Not Available,0,Not Available,Not Available
10683,Buku Susuo,Natural Landmark,Unknown,Indonesia,0.6,127.566667,Not Available,0,Not Available,Not Available
10684,Buku Tabrain,Natural Landmark,Unknown,Indonesia,0.183333,127.716667,Not Available,0,Not Available,Not Available
10685,Buku Tafalai,Natural Landmark,Unknown,Indonesia,0.4,127.616667,Not Available,0,Not Available,Not Available
10686,Buku Tafomutu,Natural Landmark,Unknown,Indonesia,0.45,127.4,Not Available,0,Not Available,Not Available
10687,Buku Tagalaya,Natural Landmark,Unknown,Indonesia,0.016667,127.716667,Not Available,0,Not Available,Not Available
10688,Buku Tajam,Natural Landmark,Unknown,Indonesia,0.383333,128.616667,Not Available,0,Not Available,Not Available
10689,Buku Taumabi,Natural Landmark,Unknown,Indonesia,0.733333,127.916667,Not Available,0,Not Available,Not Available
10690,Buku Tawa,Natural Landmark,Unknown,Indonesia,-0.4,127.5,Not Available,0,Not Available,Not Available
10691,Buku Tawang,Natural Landmark,Unknown,Indonesia,0.1,127.75,Not Available,0,Not Available,Not Available
10692,Buku Tebak,Natural Landmark,Unknown,Indonesia,0.1,127.8,Not Available,0,Not Available,Not Available
10693,Buku Tegou,Natural Landmark,Unknown,Indonesia,0.933333,128.066667,Not Available,0,Not Available,Not Available
10694,Buku Telaga,Natural Landmark,Unknown,Indonesia,0.6,128.4,Not Available,Not Available,0,Not Available
10695,Buku Tenang,Natural Landmark,Unknown,Indonesia,-0.583333,127.383333,Not Available,0,Not Available,Not Available
10696,Buku Tibamamutu,Natural Landmark,Unknown,Indonesia,0.683333,127.75,Not Available,0,Not Available,Not Available
10697,Buku Tinaun,Natural Landmark,Unknown,Indonesia,0.166667,127.7,Not Available,0,Not Available,Not Available
10698,Buku Tiohua,Natural Landmark,Unknown,Indonesia,0.716667,127.733333,Not Available,0,Not Available,Not Available
10699,Buku Topa,Natural Landmark,Unknown,Indonesia,-0.35,127.35,Not Available,0,Not Available,Not Available
10700,Buku Towe,Natural Landmark,Unknown,Indonesia,0.233333,127.766667,Not Available,0,Not Available,Not Available
10701,Buku Tuguae,Natural Landmark,Unknown,Indonesia,0.666667,127.566667,Not Available,0,Not Available,Not Available
10702,Buku Tuma,Natural Landmark,Unknown,Indonesia,0.466667,127.4,Not Available,0,Not Available,Not Available
10703,Buku Tutungan,Natural Landmark,Unknown,Indonesia,0.683333,128.083333,Not Available,0,Not Available,Not Available
10704,Buku Tutupa,Natural Landmark,Unknown,Indonesia,-0.766667,127.8,Not Available,Not Available,0,Not Available
10705,Buku Ugisoro,Natural Landmark,Unknown,Indonesia,0.766667,127.883333,Not Available,0,Not Available,Not Available
10706,Buku Uniuni,Natural Landmark,Unknown,Indonesia,0.466667,127.95,Not Available,0,Not Available,Not Available
10707,Buku Urijawa,Natural Landmark,Unknown,Indonesia,-0.533333,127.433333,Not Available,0,Not Available,Not Available
10708,Buku Uwatcain,Natural Landmark,Unknown,Indonesia,-0.283333,127.766667,Not Available,0,Not Available,Not Available
10709,Buku Wairoro,Natural Landmark,Unknown,Indonesia,0.2,127.85,Not Available,0,Not Available,Not Available
10710,Buku Watubo,Natural Landmark,Unknown,Indonesia,0.283333,127.816667,Not Available,0,Not Available,Not Available
10711,Buku Wayakuba,Natural Landmark,Unknown,Indonesia,-0.816667,127.85,Not Available,Not Available,0,Not Available
10712,Buku Wetelok,Natural Landmark,Unknown,Indonesia,0.116667,127.85,Not Available,0,Not Available,Not Available
10713,Buku Woka,Natural Landmark,Unknown,Indonesia,0.566667,127.633333,Not Available,0,Not Available,Not Available
10714,Buku Wotowoto,Natural Landmark,Unknown,Indonesia,0.666667,127.983333,Not Available,0,Not Available,Not Available
10715,Buku Yaba,Natural Landmark,Unknown,Indonesia,-0.466667,127.45,Not Available,0,Not Available,Not Available
10716,Buku Yawali,Natural Landmark,Unknown,Indonesia,0.816667,127.933333,Not Available,0,Not Available,Not Available
10717,Buku Yefi,Natural Landmark,Unknown,Indonesia,0.25,127.75,Not Available,0,Not Available,Not Available
10718,Buku Yehu,Natural Landmark,Unknown,Indonesia,0.45,127.583333,Not Available,0,Not Available,Not Available
10719,Bukung,Natural Landmark,Unknown,Indonesia,3.054722,97.593611,Not Available,0,Not Available,Not Available
10720,Bukuo Racaksela,Natural Landmark,Unknown,Indonesia,-0.5,127.366667,Not Available,0,Not Available,Not Available
10721,Bulan,Natural Landmark,Unknown,Indonesia,0.976389,103.930833,Not Available,0,Not Available,Not Available
10722,Buldung,Natural Landmark,Unknown,Indonesia,-3.823056,122.442778,Not Available,0,Not Available,Not Available
10723,Bulls,Monument,Unknown,Indonesia,-8.115307,115.0792209,Not Available,0,Not Available,Not Available
10724,Bulu Aciroange,Natural Landmark,Unknown,Indonesia,-4.525,119.9721,Not Available,0,Not Available,Not Available
10725,Bulu Acirong,Natural Landmark,Unknown,Indonesia,-4.6395,119.9087,Not Available,0,Not Available,Not Available
10726,Bulu Acironge,Natural Landmark,Unknown,Indonesia,-5.2765,120.2053,Not Available,0,Not Available,Not Available
10727,Bulu Adinge,Natural Landmark,Unknown,Indonesia,-4.2557,119.693,Not Available,0,Not Available,Not Available
10728,Bulu Airqang,Natural Landmark,Unknown,Indonesia,-5.0435,120.2323,Not Available,0,Not Available,Not Available
10729,Bulu Alakuang,Natural Landmark,Unknown,Indonesia,-3.9742,119.7978,Not Available,0,Not Available,Not Available
10730,Bulu Alalimpowe,Natural Landmark,Unknown,Indonesia,-4.1109,119.7685,Not Available,0,Not Available,Not Available
10731,Bulu Alangang,Natural Landmark,Unknown,Indonesia,-4.9523,119.7656,Not Available,0,Not Available,Not Available
10732,Bulu Alapolong,Natural Landmark,Unknown,Indonesia,-5.0045,119.6842,Not Available,0,Not Available,Not Available
10733,Bulu Alapungjonga,Natural Landmark,Unknown,Indonesia,-4.1792,119.7328,Not Available,0,Not Available,Not Available
10734,Bulu Ale Maloang,Natural Landmark,Unknown,Indonesia,-4.561,119.6326,Not Available,0,Not Available,Not Available
10735,Bulu Alemallalie,Natural Landmark,Unknown,Indonesia,-4.7325,120.2436,Not Available,0,Not Available,Not Available
10736,Bulu Alepawang,Natural Landmark,Unknown,Indonesia,-5.2603,120.1705,Not Available,0,Not Available,Not Available
10737,Bulu Alipang,Natural Landmark,Unknown,Indonesia,-4.3193896,119.6676769,Not Available,0,Not Available,Not Available
10738,Bulu Allesiajoa,Natural Landmark,Unknown,Indonesia,-3.9822,119.6816,Not Available,0,Not Available,Not Available
10739,Bulu Aloanpalah,Natural Landmark,Unknown,Indonesia,-2.5,119.933333,Not Available,0,Not Available,Not Available
10740,Bulu Alu,Natural Landmark,Unknown,Indonesia,-3.6639,120.33,Not Available,0,Not Available,Not Available
10741,Bulu Alupute,Natural Landmark,Unknown,Indonesia,-0.068,119.9401,Not Available,0,Not Available,Not Available
10742,Bulu Alusitoe,Natural Landmark,Unknown,Indonesia,-4.0954,119.7381,Not Available,0,Not Available,Not Available
10743,Bulu Amarali,Natural Landmark,Unknown,Indonesia,-4.8904,119.6508,Not Available,0,Not Available,Not Available
10744,Bulu Amassangeng,Natural Landmark,Unknown,Indonesia,-4.914,119.6258,Not Available,0,Not Available,Not Available
10745,Bulu Ambulagilino,Natural Landmark,Unknown,Indonesia,-4.118,119.6936,Not Available,0,Not Available,Not Available
10746,Bulu Ampeloe,Natural Landmark,Unknown,Indonesia,-1.1196,119.4539,Not Available,0,Not Available,Not Available
10747,Bulu Ampiri,Natural Landmark,Unknown,Indonesia,-4.5961,119.7597,Not Available,0,Not Available,Not Available
10748,Bulu Anaana,Natural Landmark,Unknown,Indonesia,-5.1575,119.6623,Not Available,0,Not Available,Not Available
10749,Bulu Anabere,Natural Landmark,Unknown,Indonesia,-1.3494,120.3219,Not Available,0,Not Available,Not Available
10750,Bulu Anakdara,Natural Landmark,Unknown,Indonesia,-4.5166,119.895,Not Available,0,Not Available,Not Available
10751,Bulu Anamasimpolong,Natural Landmark,Unknown,Indonesia,-4.535,119.9384,Not Available,0,Not Available,Not Available
10752,Bulu Anaso,Natural Landmark,Unknown,Indonesia,-1.2744,120.3656,Not Available,0,Not Available,Not Available
10753,Bulu Anginraja,Natural Landmark,Unknown,Indonesia,-4.9649,120.0381,Not Available,0,Not Available,Not Available
10754,Bulu Angkuloro,Natural Landmark,Unknown,Indonesia,-1.9302,120.1506,Not Available,0,Not Available,Not Available
10755,Bulu Angudangeng,Natural Landmark,Unknown,Indonesia,0.7034,120.2052,Not Available,0,Not Available,Not Available
10756,Bulu Anriwoe,Natural Landmark,Unknown,Indonesia,-4.1178,119.723,Not Available,0,Not Available,Not Available
10757,Bulu Apasareng,Natural Landmark,Unknown,Indonesia,-4.8344,120.2171,Not Available,0,Not Available,Not Available
10758,Bulu Arangang,Natural Landmark,Unknown,Indonesia,-5.1906,119.6322,Not Available,0,Not Available,Not Available
10759,Bulu Arawa,Natural Landmark,Unknown,Indonesia,-4.1278,119.6402,Not Available,0,Not Available,Not Available
10760,Bulu Arowoe,Natural Landmark,Unknown,Indonesia,-4.1276,119.7632,Not Available,0,Not Available,Not Available
10761,Bulu Asabondenge,Natural Landmark,Unknown,Indonesia,-5.2887,120.2244,Not Available,0,Not Available,Not Available
10762,Bulu Asalange,Natural Landmark,Unknown,Indonesia,-4.6013,120.2038,Not Available,Not Available,0,Not Available
10763,Bulu Asokanganmatoe,Natural Landmark,Unknown,Indonesia,-4.0215,119.6943,Not Available,0,Not Available,Not Available
10764,Bulu Attangkaleppe,Natural Landmark,Unknown,Indonesia,-4.7159,119.9134,Not Available,0,Not Available,Not Available
10765,Bulu Attobajak,Natural Landmark,Unknown,Indonesia,-4.6819,120.1602,Not Available,0,Not Available,Not Available
