id,name,address,latitude,longitude,rating,second_word,types
178,Yaualakhel Park,"M8H5+44J, Lalitpur 44701, Nepal",27.6778486,85.3077674,4,Lalitpur,"park, point_of_interest, establishment"
179,Jawalakhel Park,"M8F7+897, Lalitpur 44600, Nepal",27.6732833,85.3134109,4.3,Lalitpur,"park, point_of_interest, establishment"
180,"Kusunti Height, Bista Pakha Park","M866+4G5, Lalitpur 44700, Nepal",27.6595799,85.3113759,4,Lalitpur,"park, point_of_interest, establishment"
181,Manmohan Park,"M7JX+VRV, Lalitpur 44600, Nepal",27.6822363,85.2995521,3.6,Lalitpur,"park, point_of_interest, establishment"
182,Syosyo Hajurba Chowk Park,"M866+93V, Kusunti-13, Hajurba Chowk, Kusunti Kumar Peeth Marg, Lalitpur 44700, Nepal",27.6607405,85.3100864,4.2,Kusunti-13,"park, point_of_interest, establishment"
183,Guita Open Garden,"M8CM+JC7, Lalitpur 44600, Nepal",27.6715494,85.3335605,4.1,Lalitpur,"park, point_of_interest, establishment"
184,Duniya Danda Green Park,"M827+3QP, Lalitpur 44700, Nepal",27.6502044,85.314441,3.8,Lalitpur,"park, point_of_interest, establishment"
185,Lalitpur Metro Park,"M8G8+MJ2 Jhanakhya Metro Park झनाख्यः मेत्रो पार्क, Lalitpur 44600, Nepal",27.6767753,85.3164651,4.7,Lalitpur,"park, point_of_interest, establishment"
186,Sahid Smarak Park,"M8Q2+8GM, Lalitpur 44600, Nepal",27.6883469,85.3013095,3.8,Lalitpur,"park, point_of_interest, establishment"
187,Safal Park,"M864+FXP, Lalitpur 44600, Nepal",27.6612102,85.3074545,4,Lalitpur,"park, point_of_interest, establishment"
188,Jwagal Children Park / Jwagala Machakhya,"M8PC+CHP, Lalitpur 44600, Nepal",27.6866,85.3219281,4,Lalitpur,"park, point_of_interest, establishment"
189,Butterfly square,"Lalitpur 44600, Nepal",27.673398,85.315603,4.7,Nepal,"park, point_of_interest, establishment"
190,"Imadol, Bhojhepokhari","M87x + WFM, Boege Plow Route, Lalitpur 4460, NEPAL",27.6648369,85.3486734,4.3,Bowez pool route,"park, point_of_interest, establishment"
191,Shovahiti(ढुङ्गेधारा),"M848+RGW, Lalitpur 44700, Nepal",27.6571154,85.3163243,3.7,Lalitpur,"park, point_of_interest, establishment"
192,Shanti Batika,"M8C6+8PC, Lalitpur 44600, Nepal",27.6708246,85.3117779,4.1,Lalitpur,"park, point_of_interest, establishment"
193,Bagdole Batika,"M77W+VPW, Bagdol Rd, Lalitpur 44600, Nepal",27.6647495,85.2968308,4.2,Bagdol Rd,"park, point_of_interest, establishment"
194,dadathok park,"Lalitpur, Nepal",27.6331875,85.3823125,4.1,Nepal,"park, point_of_interest, establishment"
195,Park बगैँचा,"M8C6+7RG, Lalitpur 44600, Nepal",27.6707077,85.3119828,4,Lalitpur,"park, point_of_interest, establishment"
196,"Gagan Batika, Nagbahal","M8GF+8G5, Nagabahal - Nyadha Galli, Lalitpur 44600, Nepal",27.6757678,85.3238613,4.5,Nagabahal - Nyadha Galli,"park, point_of_interest, establishment"
197,Patan Dhoka Chautara (चौतारी),"M8HC+C9H, Campus Rd, Lalitpur 44700, Nepal",27.6784528,85.3209749,4.5,Campus Rd,"park, point_of_interest, establishment"
198,Park बगैँचा,"M8C8+QM3, Lalitpur 44600, Nepal",27.6718051,85.3167772,4,Lalitpur,"park, point_of_interest, establishment"
199,Pocket park,"M8F7+XV3, Lalitpur 44600, Nepal",27.674891,85.3146708,5,Lalitpur,"park, point_of_interest, establishment"
200,Park बगैचा,"M885+QC7, Ekantakuna Rd, Lalitpur 44600, Nepal",27.666975,85.308411,4,Ekantakuna Rd,"park, point_of_interest, establishment"
201,Hattiban,"J8XM+HHW, गोदावरी रोड़, Lalitpur 44700, Nepal",27.6484973,85.3335739,4.8,गोदावरी रोड़,"park, point_of_interest, establishment"
202,Park,"M8G5+68G, Lamochaur Sadak, Lalitpur 44600, Nepal",27.6755722,85.3083139,5,Lamochaur Sadak,"park, point_of_interest, establishment"
203,Playground Park,"M8HJ+7MV Bangalamukhi, Sankhamul - Balkumari Rd, Lalitpur 44700, Nepal",27.6784653,85.3316199,3,Sankhamul - Balkumari Rd,"park, point_of_interest, establishment"
204,Imukhel Bal Udhyan,"M8HG+9GV, Lalitpur 44600, Nepal",27.6784968,85.3261163,4.2,Lalitpur,"park, point_of_interest, establishment"
205,Children’s park,"M85F+GV4, Lalitpur 44700, Nepal",27.6587525,85.3247183,4.5,Lalitpur,"park, point_of_interest, establishment"
206,Lamochaur Jhamsikhel Park,"M8G5+PGP, Jhamsikhel Road, Lalitpur 44600, Nepal",27.6765137,85.3089261,3.3,Jhamsikhel Road,"park, point_of_interest, establishment"
207,Jhanakhya Metro Park झनाख्यः मेत्रो पार्क,"M8G8+JJC, Lalitpur 44600, Nepal",27.6765719,85.3165,4.2,Lalitpur,"park, point_of_interest, establishment"
208,Shant Vawan Uddhan,"M8J4+35W, Milap Rd, Lalitpur 44600, Nepal",27.6802361,85.3054521,4,Milap Rd,"park, point_of_interest, establishment"
209,RN Joshi Museum / Park Gallery,"Opposite to Jhamsikhel Road, Pulchowk, Lalitpur 44600, Nepal",27.6754787,85.3159635,3.5,Pulchowk,"tourist_attraction, art_gallery, museum, point_of_interest, establishment"
210,Public Fitness Park,"J8MQ+WXC, Lalitpur 44700, Nepal",27.6349745,85.3399475,5,Lalitpur,"park, point_of_interest, establishment"
211,Mahalaxmisthan,"M869+VGQ, M869+H8C Mahalaxmisthan Chowk, Lalitpur 44700, Nepal",27.661345,85.3183185,4,M869+H8C Mahalaxmisthan Chowk,"park, point_of_interest, establishment"
212,Ganeshman Singh Park गणेशमान सिंह पार्क,"Administrative staff college, Lalitpur 44600, Nepal",27.670977,85.3121766,4,Lalitpur,"park, point_of_interest, establishment"
213,Small park,"M8C6+8PC Shanti Batika, Lalitpur 44600, Nepal",27.6708704,85.3118591,3,Lalitpur,"park, point_of_interest, establishment"
214,Khusi The Happiness,"J8VH+WPF, Airawat, Lalitpur 44700, Nepal",27.6448163,85.3293102,4.2,Airawat,"park, point_of_interest, establishment"
215,lagankhel,"M88C+GV8, Lalitpur 44700, Nepal",27.6662809,85.3222121,4,Lalitpur,"park, point_of_interest, establishment"
216,King Birendra Circle Statue,"M8F7+4CX, Lalitpur 44600, Nepal",27.6728544,85.3136146,4.3,Lalitpur,"park, point_of_interest, establishment"
217,"Ookhar Bot, sitapakha, Lalitpur","J8XR+64H, Ookharko Bot, Sitapakha, Lalitpur, Nepal",27.6480741,85.3403555,5,Ookharko Bot,"park, point_of_interest, establishment"
218,E's Nest Bike Park,"Lalitpur 44600, Nepal",27.677599,85.300297,3.4,Nepal,"park, point_of_interest, establishment"
219,Ji Swā Chuka,"M8FG+948, Lalitpur 44700, Nepal",27.6733286,85.3255595,4,Lalitpur,"park, point_of_interest, establishment"
220,Dhadkhola,"Harraboat Lamjung, Tarkughat 33600, Nepal",28.1180855,84.4403973,0,Tarkughat,"park, point_of_interest, establishment"
221,Martyr Rudra Pakhrin Memorial Park,"C39F+M5H, Makwanpurgadhi, Nepal",27.4191828,85.0729705,4.6,Makwanpurgadhi,"park, point_of_interest, establishment"
222,Nachai,"M288+MM7, Manang 33500, Nepal",28.666667,84.016667,0,Manang,"park, point_of_interest, establishment"
223,Milarepa Memorial Park,"M28G+857, Manang Sadak, Bhraka 33500, Nepal",28.6657967,84.0254185,5,Manang Sadak,"park, point_of_interest, establishment"
224,Thorang peak,"QXCJ+83M, Tanki Manang 33500, Nepal",28.7708273,83.9801738,4,Tanki,"park, point_of_interest, establishment"
225,Thorang La Pass,"QWVQ+CFQ, Thorong Phedi - Thorong La Rd, Tanki Manang 33500, Nepal",28.7935762,83.9387337,4.9,Thorong Phedi - Thorong La Rd,"park, point_of_interest, establishment"
226,Gangapurna Lookout,"M259+MV8, Manang 33500, Nepal",28.65904,84.0199,0,Manang,"park, point_of_interest, establishment"
227,Blue Lake,"J3R8+RCR, Upper Manang 33500, Nepal",28.6421108,84.0660141,5,Upper,"park, point_of_interest, establishment"
228,Dendi Sherpa Lookout Point,"M259+MV8, Manang 33500, Nepal",28.6591295,84.0197269,5,Manang,"park, point_of_interest, establishment"
229,Balbahadur statue,"8G44+3QG, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.3051782,86.5069525,4.3,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment"
230,BHUSUNE JUNGLE,"7FGR+85G, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.2758147,86.4904445,5,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment"
231,Hilephani Hillander,"Harkapur-Okhaldhunga Road, 56100, Nepal",27.1696277,86.4303379,3.9,56100,"park, point_of_interest, establishment"
232,Palpa fun park,"RMC5+4X5 Palpa dawnpawa, Rahabas Jhadewa Sadak, Humin 32500, Nepal",27.820255,83.659997,0,Rahabas Jhadewa Sadak,"park, point_of_interest, establishment"
233,Parbat singh ka bera,"6MFX+VF3 Parbat singh ka bera, asana 33400, Nepal",28.2246464,83.6986568,0,asana,"park, point_of_interest, establishment"
234,Hariyali Park,"4WWP+42C, Belwa Parsauni 44400, Nepal",27.1454461,84.9350603,5,Belwa,"park, point_of_interest, establishment"
235,YB chok,"4RQM+3HM, Pyuthan 22300, Nepal",28.1377115,82.8339308,5,Pyuthan,"park, point_of_interest, establishment"
236,बाइसधारा मुल (Baaisdhara Mul),"4W69+5CJ, Pyuthan 22300, Nepal",28.1104517,82.9185066,4.6,Pyuthan,"park, point_of_interest, establishment"
237,बजेनी,"4RHP+8GM, Pyuthan 22300, Nepal",28.1283469,82.8362814,5,Pyuthan,"park, point_of_interest, establishment"
238,Stealthy pig quartara,"4RMM+WQP, Pyuthan 22300, Nepal",28.134603,82.834922,5,Pyuthan,"park, point_of_interest, establishment"
239,"Sahid Smirti Park, Gajuri","4V55+7R2, Pyuthan 22300, Nepal",28.1081469,82.8595214,2,Pyuthan,"park, point_of_interest, establishment"
240,Ganesh Mandir Park,"3VPJ+63P, Pyuthan 22300, Nepal",28.085595,82.8802133,0,Pyuthan,"park, point_of_interest, establishment"
241,Bhalabang,"4Q3M+HJP, Pyuthan 22300, Nepal",28.1039634,82.7840712,4.5,Pyuthan,"park, point_of_interest, establishment"
242,Chautara juction,"3QXP+6C, Pyuthan 22300, Nepal",28.0980025,82.7860517,0,Pyuthan,"park, point_of_interest, establishment"
243,सोमरे धारा,"4RQM+M6G, Pyuthan 22300, Nepal",28.1391788,82.8330631,5,Pyuthan,"park, point_of_interest, establishment"
244,Pratikshya laye,"3VGR+8H, Pyuthan 22300, Nepal",28.0758409,82.8914752,0,Pyuthan,"park, point_of_interest, establishment"
245,Rattari,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment"
246,Okhaldhunga chaur,"3QVQ+8Q, Pyuthan 22300, Nepal",28.0932658,82.7893934,0,Pyuthan,"park, point_of_interest, establishment"
247,LAXMAN HOUSE,"5VCG+8QF, Pyuthan 22300, Nepal",28.1708889,82.8764444,0,Pyuthan,"park, point_of_interest, establishment"
248,धाईरे,"5V4V+RV7, Pyuthan 22300, Nepal",28.157048,82.8946831,0,Pyuthan,"park, point_of_interest, establishment"
249,Gajuri,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment"
250,The door is open,"5VCQ+X84, Pyuthan 22300, Nepal",28.1723944,82.8883297,0,Pyuthan,"park, point_of_interest, establishment"
251,Pokhrel newas,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment"
252,Sundar foam house,"4W72+FQF, Pyuthan 22300, Nepal",28.1136814,82.9019164,0,Pyuthan,"park, point_of_interest, establishment"
253,Mallarani,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment"
254,Damti suspension bridge,"4WW4+5XX, Pyuthan 22300, Nepal",28.1454996,82.90748,0,Pyuthan,"park, point_of_interest, establishment"
255,BITAR RASAM PARK BITAR RAMAD PAR,"Ramechhap Rd, Ramechhap 45400, Nepal",27.3642715,86.0769488,3.7,Ramechhap,"park, point_of_interest, establishment"
256,Dadako Park,"74WR+XM8, Ramechhap 45400, Nepal",27.2974055,86.1417017,5,Ramechhap,"park, point_of_interest, establishment"
257,Thulaghar danda park ठुलाघरडाँडा पार्क,"83VC+JWW, Ramechhap 45400, Nepal",27.3440411,86.0725477,5,Ramechhap,"park, point_of_interest, establishment"
258,madhya pahadi lokmarga-Dahoo,"8493+PHF, Ramechhap 45400, Nepal",27.319307,86.1039189,5,Ramechhap,"park, point_of_interest, establishment"
259,Udayanarayan Smriti Park(उदयनारायण स्मृति पार्क),"83VC+JWW, Ramechhap 45400, Nepal",27.3441137,86.0723364,5,Ramechhap,"park, point_of_interest, establishment"
260,Gautam Kumar Hao,"73XV+W44, Ramechhap 45400, Nepal",27.299752,86.0928148,0,Ramechhap,"park, point_of_interest, establishment"
261,Volident wait room mantli,"93X7+GX9, Ramechhap, Manthali 45400, Nepal",27.3987883,86.0649895,3,Ramechhap,"park, point_of_interest, establishment"
262,Salle,"9324+MPV, Ramechhap 45400, Nepal",27.3517252,86.056784,0,Ramechhap,"park, point_of_interest, establishment"
263,DADA GAUN,"8493+PHF, Ramechhap 45400, Nepal",27.319307,86.1039189,0,Ramechhap,"park, point_of_interest, establishment"
264,Damakur,"Rolpa municipality 8 damakur, Nepal",28.3044851,82.6363356,0,Nepal,"park, point_of_interest, establishment"
265,Tamri,"Rolpa municipality 09 Tamari, Bhawang 22100, Nepal",28.3292768,82.6365484,0,Bhawang,"park, point_of_interest, establishment"
266,"Suryapura chok,Rupandehi,Tilottama-8","Suryapura chok, Rupandehi ,Tilottama-8, Tilottama 32900, Nepal",27.6166849,83.4895596,4.7,Rupandehi,"park, point_of_interest, establishment"
267,Childern Park,"M633+RQF, Siraha 56500, Nepal",26.6545699,86.2044216,3.8,Siraha,"park, point_of_interest, establishment"
268,Madhesi Park,"M659+JWW, Siraha 56500, Nepal",26.6591132,86.2198197,4.1,Siraha,"park, point_of_interest, establishment"
269,Dahipauri,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,5,Siraha,"park, point_of_interest, establishment"
270,Children garden Gulariya.,"M6MM+WHQ, Siraha 56500, Nepal",26.6848255,86.2339918,4,Siraha,"park, point_of_interest, establishment"
271,Siraha,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,0,Siraha,"park, point_of_interest, establishment"
272,No one,"M6M4+C32, Siraha 56500, Nepal",26.6834605,86.2058054,0,Siraha,"park, point_of_interest, establishment"
273,Lauwa pokhari,"M7C6+58X, Siraha 56500, Nepal",26.670476,86.2608655,0,Siraha,"park, point_of_interest, establishment"
274,Thenghi clean water State deep Boring,"M6CM+9VF, Thenghi, Siraha 09, Nepal",26.6709467,86.2346827,0,Thenghi,"park, point_of_interest, establishment"
275,Nahar Singh syaraha,"J5QP+V4X Nahar Singh, Siraha 56500, Nepal",26.6397409,86.1853474,0,Siraha,"park, point_of_interest, establishment"
276,Gauri shankar krishi farm.khairtoka,"Siraha 56500, Nepal",26.6253848,86.1746094,5,Nepal,"park, point_of_interest, establishment"
277,Dilip home,"J5VP+C65, Siraha 56500, Nepal",26.6444144,86.186282,5,Siraha,"park, point_of_interest, establishment"
278,Mahisotha,"J5QP+V4X Highway, Siraha 56500, Nepal",26.6397409,86.1853474,5,Siraha,"park, point_of_interest, establishment"
279,ROMAN RONY HOME 🏠,"J5VP+HGH Nepal ward no 5 Barerwa, Siraha 56500, Nepal",26.6439337,86.1863541,0,Siraha,"park, point_of_interest, establishment"
280,Torpee toll,"M644+27H, Siraha 56500, Nepal",26.6550633,86.2057458,5,Siraha,"park, point_of_interest, establishment"
281,naresh home,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,0,Siraha,"park, point_of_interest, establishment"
282,shyam mahara D.S.P,"M6C9+C84, Siraha 56500, Nepal",26.6710206,86.2183402,3.2,Siraha,"park, point_of_interest, establishment"
283,portaha village,"J5QP+V4X, Siraha 56500, Nepal",26.6397409,86.1853474,0,Siraha,"park, point_of_interest, establishment"
284,Goit pappu,"M56W+RPV, Siraha 56500, Nepal",26.662121,86.1967879,0,Siraha,"park, point_of_interest, establishment"
285,Maidan Sataun,"4R5J+39W, Syangja Satuan road, Putalibazar 33800, Nepal",28.1077394,83.8309407,3.8,Syangja Satuan road,"park, point_of_interest, establishment"
286,Upper Bhujunge 360° view point,"Syangja-lamage-Rahaley-Chandisthan, Putalibazar 33800, Nepal",28.1006799,83.8424311,5,Putalibazar,"park, point_of_interest, establishment"
287,BP Smirti Pratikshalaya(balti more),"VRHP+6PQ, Syangja Chapakot Rd, Chapakot 33800, Nepal",27.8780895,83.8368543,5,Syangja Chapakot Rd,"park, point_of_interest, establishment"
288,Macchang waterfall,"4V66+MP9, Syangja- Sataun Road, Putalibazar 33800, Nepal",28.1116717,83.8618687,0,Syangja- Sataun Road,"park, point_of_interest, establishment"
289,DD Park Tanahunsur,"28GC+QV, Tanahunsur, Nepal",28.0269113,84.3221541,2.5,Tanahunsur,"park, point_of_interest, establishment"
290,Kanchenjunga Conservation Area,"JWHM+799, Lelep,Taplejung,Mechi, Tapethok, Nepal",27.6281668,87.9334803,4.5,Lelep,"park, point_of_interest, establishment"
291,ghaprakharka झाप्राखर्क मालिका,"8G4X+4G, Baglung 33200, Nepal",28.3053125,83.5488125,5,Baglung,"park, point_of_interest, establishment"
292,Lamgau garden house,"7HMR+W6, Baglung 33300, Nepal",28.284778,83.590536,5,Baglung,"park, point_of_interest, establishment"
293,Shree Nepal forest,"5W4W+962, Belwa Parsauni 44400, Nepal",27.1558761,84.9455183,0,Belwa,"park, point_of_interest, establishment"
294,दिवा विश्राम स्थल,"Nuwakot Sadak 12, Bidur 44900, Nepal",27.88673,85.1030421,0,Bidur,"park, point_of_interest, establishment"
295,अर्धनारेशोवर गोठाटार पार्क,"Gothatar, Kageshwari Manohara, 8, Kathmandu 44600, Nepal",27.7033779,85.3843709,4.5,Kageshwari Manohara,"park, point_of_interest, establishment"
296,Finear Art Gallery,"MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal",27.6714725,85.4278354,4.5,Ichhu Galli,"art_gallery, point_of_interest, establishment"
297,Kathmandu Art House,"सात घुम्ती मार्ग, Kathmandu 44600, Nepal",27.7152136,85.3092047,4.7,Kathmandu,"art_gallery, point_of_interest, establishment"
298,Siddhartha Art Gallery,"Babermahal Revisited premises, Tanka Prasad Ghumti Sadak, Kathmandu 44617, Nepal",27.6944534,85.3226963,4.5,Tanka Prasad Ghumti Sadak,"art_gallery, tourist_attraction, point_of_interest, establishment"
299,Universal Art Gallery,"Thamel Dabali Marg, Kathmandu 44600, Nepal",27.7151628,85.311494,5,Kathmandu,"art_gallery, point_of_interest, establishment"
300,Buddha Nepal Art Gallery,"Infront Of Global IME Bank, Chaksibari Marg, Kathmandu 44600, Nepal",27.7164864,85.3101423,4.8,Chaksibari Marg,"art_gallery, store, point_of_interest, establishment"
301,"Takpa Gallery, lazimpat","Nursery Rd, Kathmandu 44600, Nepal",27.720725,85.3186361,4.9,Kathmandu,"art_gallery, point_of_interest, establishment"
302,Arts Nepal Gallery - Art Gallery in Nepal,"सगरमाथा बजार, Paryatan Marg, Kathmandu 44600, Nepal",27.7150598,85.3108008,4.9,Paryatan Marg,"art_gallery, store, point_of_interest, establishment"
303,Freedom Art Gallery,"ठमेल भगवती मार्ग, Kathmandu 44600, Nepal",27.7157566,85.3116134,4.9,Kathmandu,"art_gallery, point_of_interest, establishment"
304,Nepali Gallery,"Krian Niwas, Bhattarai Marg 1, Kathmandu 44600, Nepal",27.6819119,85.3320678,4.6,Bhattarai,"art_gallery, point_of_interest, establishment"
305,Museum Of Nepali Art,"Kathmandu 44600, Nepal",27.7150613,85.3099101,4.6,Nepal,"museum, point_of_interest, establishment"
306,BK ART Gallery,"२ कुमारी माई मार्ग, Kathmandu 44600, Nepal",27.7204288,85.3200854,4.3,Kathmandu,"art_gallery, store, point_of_interest, establishment"
307,Nupur Art Gallery Center Pvt. Ltd.,"सात घुम्ती मार्ग 3-15, Kathmandu 44600, Nepal",27.7156625,85.3099435,5,Kathmandu,"shopping_mall, art_gallery, food, point_of_interest, establishment"
308,Fine Arts,"P876+QM7, Tridevi Sadak, Kathmandu 44600, Nepal",27.7144654,85.311674,5,Tridevi Sadak,"art_gallery, point_of_interest, establishment"
309,Thang Ku Artist,"P9FC+GCP, Kathmandu 44602, Nepal",27.7238263,85.3710812,5,Kathmandu,"art_gallery, point_of_interest, establishment"
310,Swoyambhu Art Gallery,"Kathmandu 44600, Nepal",27.7148322,85.3102272,5,Nepal,"art_gallery, point_of_interest, establishment"
