id,name,address,latitude,longitude,rating,second_word,types,description,removal_reason
4489,banagaada kaupainadae,"banagaada kaupainadae, naepaala",28.510776,82.0478354,,naepaala, historic_site,,Missing description
4490,Bangad Kupindae 10 Salyan,"G26X+848, ghaajaraii paipala 22200, naepaala",28.510776,82.0478354,0.0,ghaajaraii, hike,,Missing description
4491,Shalom Church,"CRF2+9M6, bhaeraiigamgaa 21700, naepaala",28.4234127,81.8016661,5.0,bhaeraiigamgaa, church,,Missing description
4492,Kalimati Gangamala temple,"73P2+6RP, kaalaiimaataii raamapaura 22200, naepaala",28.2855654,82.0521293,4.4,kaalaiimaataii, tourist_attraction,,Missing description
4493,Tribeni Temple,"JCP3+RJR, F099, ananatalaingagaeshawara, naepaala",27.6371216,85.4040026,3.7,F099, hindu_temple,,Missing description
4494,Tribeni tal,"PQGF+G3J, chaaumaalaa 10900, naepaala",28.7263383,80.7726505,0.0,chaaumaalaa, monument,,Missing description
4495,taraiwaenaii chaoka Hanuman chok,"M2J9+PPH, shanai arajauna 57204, naepaala",26.6805922,88.0190944,5.0,shanai, historic_site,,Missing description
4496,SALLENI BAN,"RP8V+64J, jalapaa 32500, naepaala",27.8155959,83.7427567,0.0,jalapaa, picnic,,Missing description
4497,Lamidanda,"Kapurkot 3, Lamidanda, naepaala",28.2316365,82.3236258,5.0,Lamidanda, park,,Missing description
4498,Aijalon Jyoti Church,"8865+HX4, Simk 22200, naepaala",28.3113865,82.3099582,0.0,Simk, church,,Missing description
4499,kapauurakaota,"kapauurakaota, dhanawaanga 22200, naepaala",28.2301682,82.3519704,,dhanawaanga, tourist_attraction,,Missing description
4500,Chhillikot Temple,"593W+FP2, baijaauraii, naepaala",28.1535969,82.3968224,4.6,baijaauraii, hindu_temple,,Missing description
4501,Sat Tale Waterfall (lower end),"H 11, taulasaiipaura 22412, naepaala",28.2023623,82.3155724,4.4,taulasaiipaura, picnic,,Missing description
4502,chhataraeshawaraii,"chhataraeshawaraii, naepaala",28.3241363,82.2313213,,naepaala, tourist_attraction,,Missing description
4503,panikhola salyan,"chhatreshwori -7, naepaala",28.3241363,82.2313213,0.0,naepaala, historic_site,,Missing description
4504,Kumakh Hill,"F6P3+3HW, maramaparaikaadaa 22200, naepaala",28.4852421,82.2039677,2.3,maramaparaikaadaa, park,,Missing description
4505,"Aasish Church,Kumakh RM-5,Salyan","H5G3+HQV Kumakh RM-5, Tmilkada 22200, naepaala",28.5764805,82.1544209,0.0,Tmilkada, church,,Missing description
4506,Siddha Kumakh Rural Municipality,"C5PM+9PP, saidadhaeshawaraii 22200, naepaala",28.4359493,82.184233,5.0,saidadhaeshawaraii, mosque,,Missing description
4507,Saraswati Temple,"95GG+3F9, shaaradaa 22200, naepaala",28.3751601,82.1762209,5.0,shaaradaa, hindu_temple,,Missing description
4508,Kumakh Rural Municipality (kaumaakha gaaupaalaikaa ),"H694+FFP, maramaparaikaadaa 22200, naepaala",28.5687203,82.2062169,5.0,maramaparaikaadaa, mosque,,Missing description
4509,kaala bhaairaba( manadaira),"Kumakh rural municipality 5, timile 2, kaalaagaauँ 22200, naepaala",28.5736741,82.2322798,0.0,timile, hindu_temple,,Missing description
4510,kumakh gaupalika ragechour salyan,"H693+JM3, maramaparaikaadaa 22200, naepaala",28.5690136,82.2041859,4.0,maramaparaikaadaa, historic_site,,Missing description
4511,"Salyan, salayaana","9FR6+VQ2, 33200, naepaala",28.392149,83.4618758,4.5,33200, tourist_attraction,,Missing description
4512,khaasatai chaaitaya,"kaathamaadaauँ 44600, naepaala",27.7214694,85.362035,4.7,naepaala, monument,,Missing description
4513,daaramaakaota,"daaramaakaota, naepaala",28.5780733,82.318057,,naepaala, trek,,Missing description
4514,Galgatha Church,"CV9R+9V6, saharae 21700, naepaala",28.4184557,81.8921718,5.0,saharae, church,,Missing description
4515,Dalachaur Chautari,"HHXR+7FF, paatalaekhaeta 45200, naepaala",27.5981875,85.5911719,4.0,paatalaekhaeta, tourist_attraction,,Missing description
4516,Kaleshor temple,"H8QV+F7V, Neupanegaun-Salyan Rd, chaapaagaa‌‍‍uँ 44700, naepaala",27.5887276,85.3431735,4.0,Neupanegaun-Salyan Rd, hindu_temple,,Missing description
4517,"raama manadaira, batataisapautalaii","Rudranagar Marg, kaathamaadaauँ 44600, naepaala",27.7068228,85.3407593,4.5,kaathamaadaauँ, monument,,Missing description
4518,baagachaaura,"baagachaaura, naepaala",28.4511244,82.2851075,,naepaala, historic_site,,Missing description
4519,Chainpur Karuwa Park ( Zero point ),"Basantapur - Chainpur - Khandbari, chaainapaura 56900, naepaala",27.2893217,87.3106583,4.0,chaainapaura, park,,Missing description
4520,New life mission church,"Chainpur, 4, batase, naepaala",27.264074,87.2419299,0.0,4, church,,Missing description
4521,saidadhakaalaii manadaira,"883W+R7R, chaainapaura 56900, naepaala",27.3045321,87.3456492,4.5,chaainapaura, mosque,,Missing description
4522,Chainpur Bazar Sankhuwasabha,"78R7+6P7, chaainapaura 56900, naepaala",27.2905491,87.3143028,4.1,chaainapaura, monument,,Missing description
4523,Baneshwor Danda Chainpur,"77HM+5C, chaainapaura 56900, naepaala",27.2778777,87.2835459,3.9,chaainapaura, trek,,Missing description
4524,Pokhari,"Pokhari, khaaँdabaaraii 56900, naepaala",27.3770312,87.2075077,,khaaँdabaaraii, park,,Missing description
4525,"Punarutthan mission church, khandbari","96M6+6PM, khaaँdabaaraii 56900, naepaala",27.3830835,87.2118075,5.0,khaaँdabaaraii, church,,Missing description
4526,Pathakdhara Zero Point Khandbari Zero Point,"96G5+GM5, Unnamed Road, khaaँdabaaraii 56900, naepaala",27.3762646,87.2092269,4.4,Unnamed Road, tourist_attraction,,Missing description
4527,chauchachae dhaungagaa View tower,"Chichila 2, khaaँdabaaraii 56900, naepaala",27.392669,87.2120599,0.0,khaaँdabaaraii, museum,,Missing description
4528,"Khadbari,pokhari Bazzar","96G4+WRH, Jilla Prshasan Pokhari Bazar Rd, khaaँdabaaraii 56900, naepaala",27.3773182,87.2070813,3.9,Jilla Prshasan Pokhari Bazar Rd, art_gallery,,Missing description
4529,saimghaeshawaora shaiwaalaya manadaira(maana bahaadaura ghaimairaedawaaraa sathaapaita) Singhewshwor Shivalaya Mandir,"96WR+M28, Khandbari Pangtha Rd, khaaँdabaaraii 56900, naepaala",27.3966501,87.2400778,5.0,Khandbari Pangtha Rd, hindu_temple,,Missing description
4530,"Chuli Danda, Sankhuwasabha","Khandbari-3, naepaala",27.4141025,87.1825419,4.0,naepaala, historic_site,,Missing description
4531,Sankhuwasabha khandbari,"96V6+3R7, khaaँdabaaraii 56900, naepaala",27.392669,87.2120599,2.7,khaaँdabaaraii, historic_site,,Missing description
4532,Dholbaje,"9684+36C, Dholbaje Rd, khaaँdabaaraii 56900, naepaala",27.3651835,87.205503,3.4,Dholbaje Rd, historic_site,,Missing description
4533,khaaँdawaaraii,"khaaँdawaaraii, naepaala",27.3926574,87.21203,,naepaala, historic_site,,Missing description
4534,khaaँdabaaraii,"khaaँdabaaraii, naepaala",27.392669,87.2120599,,naepaala, historic_site,,Missing description
4535,khaaँdabaaraii nagarapaalaikaa kaarayaalaya,"96H5+H9C, Khandbari Bahrabise Rd, khaaँdabaaraii 56900, naepaala",27.3789294,87.2084026,4.0,Khandbari Bahrabise Rd, historic_site,,Missing description
4536,Makalu Arun Social Trek (MAST),"khaaँdabaaraii 56900, naepaala",27.392669,87.21206,5.0,naepaala, trek,,Missing description
4537,"Victory Church, Nundhaki","7CXV+W2X, chaainapaura 56900, naepaala",27.3002834,87.4415687,5.0,chaainapaura, church,,Missing description
4538,Sweet Home,"7954+X4F, Mawadin Marga, Madi 56900, naepaala",27.2602777,87.3549485,5.0,Mawadin Marga, tourist_attraction,,Missing description
4539,"Madi Municipality Office, Sankhuwasabha","7963+4P4, maadaii 56900, naepaala",27.2596147,87.3532691,5.0,maadaii, mosque,,Missing description
4540,shaiwa manadaira aahaladaaँdaa,"6C6X+WW4, Mulkharka Gramin Sadak, maadaii 56900, naepaala",27.212264,87.4497992,5.0,Mulkharka Gramin Sadak, hindu_temple,,Missing description
4541,ᤛᤣᤘᤠᤖᤥ Gufa Pokhari view point,"7GM4+WP7, gauphaa paokharaii maaraga, Sherjong 56900, naepaala",27.2848207,87.5068005,4.3,gauphaa paokharaii maaraga, trek,,Missing description
4542,paaँchakhapana,"paaँchakhapana, 56900, naepaala",27.3639795,87.3136851,,56900, tourist_attraction,,Missing description
4543,Nagi dada,"985G+3V8, 56900, naepaala",27.3576542,87.3271888,4.5,56900, museum,,Missing description
4544,Sankhuwasabha(ishan rai,"96V6+3R7, khaaँdabaaraii 56900, naepaala",27.3926672,87.2120573,0.0,khaaँdabaaraii, hike,,Missing description
4545,Kholakharka,"R77W+PGG, 56900, naepaala",27.8143167,87.2963326,4.0,56900, park,,Missing description
4546,Tatopani Hatiya,"P8RP+FFQ, 56900, naepaala",27.7412199,87.3362406,4.0,56900, amusement_park,,Missing description
4547,"Punarutthan Mission Church, Obak","J9C7+63X, 56900, naepaala",27.6206224,87.3627248,5.0,56900, church,,Missing description
4548,Bhoti khola,"C8G5+CC6, sabhaapaokharaii 56900, naepaala",27.4260438,87.3085032,5.0,sabhaapaokharaii, tourist_attraction,,Missing description
4549,Shiva Dhara Barun Valley,"56900, naepaala",27.7858284,87.1450588,4.9,naepaala, mosque,,Missing description
4550,Barun Place of Worship,"M9W7+66Q, Sibrung 56900, naepaala",27.6955909,87.3631196,4.0,Sibrung, hindu_temple,,Missing description
4551,Bhushyong khola thulo kheth,"2479+QGH, kaaulae 44900, naepaala",28.0151129,85.1189489,4.0,kaaulae, monument,,Missing description
4552,bhaotakhaolaa,"bhaotakhaolaa, naepaala",27.7701848,87.3619934,,naepaala, historic_site,,Missing description
4553,Simbokpa Peak,"J882+WJX, Thangmuchhi 56900, naepaala",27.617367,87.3016132,5.0,Thangmuchhi, trek,,Missing description
4554,"Rai dada (Historical Place of Kirat) Park, Khandbari-5, Malta, Sankhuwasabha, Nepal","Khadbari 5, Malta 56900, naepaala",27.4230108,87.2033553,4.8,Malta, park,,Missing description
4555,Believer Eastern church,"F67J+52G, Chichila Bazar 56900, naepaala",27.4629482,87.2301584,0.0,Chichila, church,,Missing description
4556,chichila chuchhe dhunga,"F6GX+77V, matasayapaokharaii 56900, naepaala",27.4757381,87.2481621,0.0,matasayapaokharaii, tourist_attraction,,Missing description
4557,chaichailaa,"chaichailaa, 56900, naepaala",27.4757381,87.2481621,,56900, tourist_attraction,,Missing description
4558,Jilaniya Jame masjid,"VH44+42Q, malamgawaa 45800, naepaala",26.855418,85.5551391,4.5,malamgawaa, mosque,,Missing description
4559,shaiwalaya manadaira ᤛᤣᤘᤠᤖᤥ,"F69M+279, matasayapaokharaii 56900, naepaala",27.4675196,87.2332761,3.0,matasayapaokharaii, hindu_temple,,Missing description
4560,Chichila Bazar,"Chichila Bazar 56900, naepaala",27.4641648,87.2288641,,naepaala, monument,,Missing description
4561,sharaii raadhaakaृshana manadaira,"96H5+242, khaaँdabaaraii 56900, naepaala",27.37752,87.2077743,5.0,khaaँdabaaraii, monument,,Missing description
4562,Mohan Bindu Memorial Foundation,"H7G6+7CX, Seduwa 56900, naepaala",27.5757331,87.2611243,5.0,Seduwa, monument,,Missing description
4563,jaiipaii maemaoraiyala asapataala,"96H4+8QJ, Khorande Rd, khaaँdabaaraii 56900, naepaala",27.3783415,87.2068916,4.3,Khorande Rd, monument,,Missing description
4564,kuisang-sherpa-memorial-trust,"Mahadev Gufa Marga, 56900, naepaala",27.3685324,87.3569609,0.0,56900, monument,,Missing description
4565,Chichila ward1,"F6GX+77V, matasayapaokharaii 56900, naepaala",27.4757381,87.2481621,0.0,matasayapaokharaii, trek,,Missing description
4566,shamkhamaula paaraka,"kaathamaadaauँ 44600, naepaala",27.6788847,85.3312506,4.1,naepaala, park,,Missing description
4567,Sankhu Church,"G8CX+2HH, samkhau 44700, naepaala",27.520065,85.3490002,0.0,samkhau, church,,Missing description
4568,makaalau barauna raashataraiya naikaunyaja,"56900, naepaala",27.6603072,87.1023677,4.3,naepaala, tourist_attraction,,Missing description
4569,Nakali Suwal House,"Duwakot taloo, chaaँgaunaaraayana 44800, naepaala",27.6738731,85.4272014,0.0,chaaँgaunaaraayana, art_gallery,,Missing description
4570,"Makalu Barun National Park, HO","H8C5+6GP, paathaibharaa 56900, naepaala",27.5705964,87.3088339,4.7,paathaibharaa, historic_site,,Missing description
4571,Makalu base camp trek,"pakanaajaola maaraga, kaathamaadaauँ 44600, naepaala",27.7127354,85.3086247,3.0,kaathamaadaauँ, trek,,Missing description
4572,sabhaa paokharaii,"sabhaa paokharaii, sabhaapaokharaii 56900, naepaala",27.5040614,87.456372,4.5,sabhaapaokharaii, park,,Missing description
4573,Aane kuwa aanae kauwaa,"C76H+734, Khandbari Bahrabise Rd, dhaupau 56900, naepaala",27.4106381,87.2777064,5.0,Khandbari Bahrabise Rd, amusement_park,,Missing description
4574,Sabha Pokhari,"GF34+MR, sabhaapaokharaii 56900, naepaala",27.5045616,87.4566798,5.0,sabhaapaokharaii, tourist_attraction,,Missing description
4575,sabhaapaokharaii,"sabhaapaokharaii, naepaala",27.4434417,87.4108352,,naepaala, mosque,,Missing description
4576,Sabha Pokhari Temple,"493V+P9, phaulaeka 56800, naepaala",27.1043785,87.3933704,2.0,phaulaeka, hindu_temple,,Missing description
4577,Believers Eastern Church Imchong,"F5GR+GH9, yaaphau 56900, naepaala",27.4763085,87.1914614,5.0,yaaphau, church,,Missing description
4578,sailaiichaonga,"sailaiichaonga, naepaala",27.475794,87.1190664,,naepaala, tourist_attraction,,Missing description
4579,Kuwa Khola Temple,"F57C+WJ4, saitalapaataii 56900, naepaala",27.4647669,87.1715861,5.0,saitalapaataii, hindu_temple,,Missing description
4580,Silichong Rural Municipality,"H2QR+FXH, taamakau 56900, naepaala",27.5886912,87.0424819,4.3,taamakau, historic_site,,Missing description
4581,Silichong peak,"FW6R+8H, daobhaanae 56900, naepaala",27.460833,86.941389,4.9,daobhaanae, trek,,Missing description
4582,Prasamsa Church,"F40, 57500, naepaala",27.1334443,87.4076086,4.0,57500, church,,Missing description
4583,dharamadaewaii,"dharamadaewaii, naepaala",27.19659,87.3506142,,naepaala, tourist_attraction,,Missing description
4584,Urban green park(sahari harit park),"GPHX+H9Q, F04, raajawairaaja 56400, naepaala",26.5289527,86.7484911,3.9,F04, park,,Missing description
4585,Rajbiraj Church,"Church Road, raajawairaaja 56400, naepaala",26.5466736,86.7393669,4.1,raajawairaaja, church,,Missing description
4586,raajawairaaja,"raajawairaaja 56400, naepaala",26.5419464,86.7567219,,naepaala, tourist_attraction,,Missing description
4587,"Jama Masjid, Chanaura","GQW8+WH9, raajawairaaja 56400, naepaala",26.5472874,86.7664318,4.9,raajawairaaja, mosque,,Missing description
4588,Neta Chowk,"sairahaa raoda 6, raajawairaaja 56400, naepaala",26.5375847,86.7483895,4.0,raajawairaaja, museum,,Missing description
4589,Fish Shop,"GPPX+8MQ, F04, raajawairaaja 56400, naepaala",26.5358438,86.7492228,5.0,F04, aquarium,,Missing description
4590,chanadaii bhagawataii manadaira,"GPRW+9RH, nagarapaalaikaa raoda, raajawairaaja 56400, naepaala",26.5409586,86.7470991,4.5,nagarapaalaikaa raoda, hindu_temple,,Missing description
4591,hanaumaana manadaira,"GPVX+8JV, raajabairaaja raoda, raajawairaaja 56400, naepaala",26.5433632,86.7490547,4.2,raajabairaaja raoda, monument,,Missing description
4592,Purni pokhari,"raajawairaaja 56400, naepaala",26.5361339,86.7407764,4.0,naepaala, trek,,Missing description
4593,Pulchowk,"GPVR+RQ7, raajawairaaja 56400, naepaala",26.5445339,86.7419225,4.0,raajawairaaja, picnic,,Missing description
4594,Children Park kanchanrup 5,"JWRQ+5FV, kanyachanaraupa 56400, naepaala",26.6404988,86.9386866,0.0,kanyachanaraupa, park,,Missing description
4595,"Kalyanpur Church,Saptari ( kalayaanapaura characha, sapataraii )","JJVF+V4F, kalayaanapaura 56400, naepaala",26.644718,86.6228075,4.0,kalayaanapaura, church,,Missing description
4596,Kanchanpur Saptary Arch,"JWJ6+RF4, kanyachanaraupa 56400, naepaala",26.6320157,86.9112113,3.5,kanyachanaraupa, tourist_attraction,,Missing description
4597,Bhagbati Mandir kanchanrup,"JWW4+F2Q, kanyachanaraupa 56400, naepaala",26.6462157,86.9050987,5.0,kanyachanaraupa, museum,,Missing description
4598,"Rajaji Maharaj Temple,Kanchanrup,Saptari","MV5X+CM, kanyachanaraupa 56400, naepaala",26.6585508,86.8992152,5.0,kanyachanaraupa, hindu_temple,,Missing description
4599,kanyachanaraupa,"kanyachanaraupa, naepaala",26.6448831,86.8822445,,naepaala, historic_site,,Missing description
4600,Malakar Garden,"kanyachanaraupa 56400, naepaala",26.6077451,86.8990613,5.0,naepaala, picnic,,Missing description
4601,Koshi Joginiya Tappu,"JW77+7WG, kanyachanaraupa 56400, naepaala",26.6131941,86.9148272,3.0,kanyachanaraupa, hike,,Missing description
4602,Swarnpatti,"GH28+PCP, daeuraii, naepaala",26.5014468,86.5662887,5.0,daeuraii, park,,Missing description
4603,daakanaeshawaraii manadaira,"paatao 56400, naepaala",26.5116744,86.6231174,4.2,naepaala, church,,Missing description
4604,daakanaeshawaraii,"daakanaeshawaraii, 56400, naepaala",26.5455396,86.6160316,,56400, tourist_attraction,,Missing description
4605,Janjar Masjid,"HHFW+JHH, baodaewarasaaiiँ 56400, naepaala",26.5740528,86.5963993,3.3,baodaewarasaaiiँ, mosque,,Missing description
4606,daakanaeshawaraii nagarapaalaikaa,"Nagarpalika Road, paatao 56400, naepaala",26.5174731,86.6245674,4.6,paatao, picnic,,Missing description
4607,Vidhyapati Chowk,"Khadak-11, banaaulaii 56400, naepaala",26.5762299,86.6212755,4.0,banaaulaii, park,,Missing description
4608,"Bode-Barsain, Saptari Amraiyan","HHGQ+23J, baodaewarasaaiiँ 56400, naepaala",26.575055,86.5876412,4.1,baodaewarasaaiiँ, church,,Missing description
4609,Silhat-4 saptari,"Bode Barsain municipality-4, silhat, naepaala",26.5703049,86.5829699,5.0,silhat, tourist_attraction,,Missing description
4610,baodaewarasaaiiँ,"baodaewarasaaiiँ 56400, naepaala",26.5703049,86.5829699,,naepaala, historic_site,,Missing description
4611,Satrudhan Chowk Bodebarsain Nagarpalika,"HHGP+5XW, baodaewarasaaiiँ 57400, naepaala",26.5754756,86.5874644,3.9,baodaewarasaaiiँ, historic_site,,Missing description
4612,baodaebarasaaiina,"baodaebarasaaiina, 56400, naepaala",26.575469,86.5874859,,56400, historic_site,,Missing description
4613,Bodebarsain Municipality,"Barsain, baodaewarasaaiiँ 56400, naepaala",26.5738659,86.5808924,3.8,baodaewarasaaiiँ, historic_site,,Missing description
4614,H.N.k.-N.PA-8 Joginiya1 park,"GVHC+6HQ, hanaumaananagara jaogainaiimaaii 56400, naepaala",26.5280831,86.8714815,5.0,hanaumaananagara, park,,Missing description
4615,Jogini mai pokhari,"56400, hanaumaananagara jaogainaiimaaii 56400, naepaala",26.527377,86.871735,5.0,hanaumaananagara, amusement_park,,Missing description
4616,baethaanaii isaaii samgataii raajawairaaja,"GPQQ+JH6, raajawairaaja 56400, naepaala",26.5390389,86.7388842,5.0,raajawairaaja, church,,Missing description
4617,hanaumaananagara,"hanaumaananagara, hanaumaananagara jaogainaiimaaii 56400, naepaala",26.5059385,86.8596744,,hanaumaananagara, tourist_attraction,,Missing description
4618,"Baba Dharmaraj niwas,Hanumannagar Kankalini municipality, Saptari","HV2J+7X, bhaaradaha 56418, naepaala",26.5506875,86.8824375,0.0,bhaaradaha, tourist_attraction,,Missing description
4619,"Kamaldaha(kamala daha )(Saptakoshi-11,Bhagani,Saptari)","MWQP+FHJ, Kamaldaha 854331, naepaala",26.6887094,86.9364,4.1,Kamaldaha, tourist_attraction,,Missing description
4620,Jame Mosque,"GV45+R6F, hanaumaananagara raoda, hanaumaananagara jaogainaiimaaii 56400, naepaala",26.5069865,86.8580552,4.1,hanaumaananagara raoda, mosque,,Missing description
4621,kamkaalainaii manadaira,"HV2R+577, Gafoor Rd, bhaaradaha 56400, naepaala",26.5509707,86.8927504,4.5,Gafoor Rd, hindu_temple,,Missing description
