id,name,address,latitude,longitude,rating,second_word,types,description,removal_reason
4313,raolapaa,"raolapaa, naepaala",28.3815621,82.6483442,,naepaala, tourist_attraction,,Missing description
4314,Rakhuli chawor Rolpa,"Gopal Rana magar, bhaawaanga 22100, naepaala",28.3815621,82.6483442,0.0,bhaawaanga, hindu_temple,,Missing description
4315,"Triveni Temple,Muglin","VH55+HWX, daaraechaoka 44200, naepaala",27.8589916,84.5598592,5.0,daaraechaoka, hindu_temple,,Missing description
4316,taraiwaenaii,"taraiwaenaii, 22100, naepaala",28.3239861,82.5039294,,22100, historic_site,,Missing description
4317,Love Park taraiwaenaii gaauँpaalaikaa raaelapaa,"8CCH+4Q2, Unnamed Road, jauँgaara 22100, naepaala",28.3202725,82.4294031,1.5,Unnamed Road, picnic,,Missing description
4318,Bhumethala public temple sunchhahari-5 kasala rolpa,"9Q5H+PX4, jaaimaakasalaa 22100, naepaala",28.3592614,82.7799677,0.0,jaaimaakasalaa, hindu_temple,,Missing description
4319,"Rolpa Sunchhahari, Jharana","CG94+HR8, taalaabaanga 22100, naepaala",28.4189129,82.5070878,0.0,taalaabaanga, trek,,Missing description
4320,Madi 6 sariga church house nepla,"9GFC+3VH, kaorachaawaanga 22100, naepaala",28.3726733,82.5222324,0.0,kaorachaawaanga, church,,Missing description
4321,Madi nadi Pul,"2783+6WG Parewa Danda, 6 km toward to Vorletar from, Vyas-10, bayaasa, naepaala",28.0155551,84.254835,0.0,6 km toward to Vorletar from, tourist_attraction,,Missing description
4322,"Madi Bridge,Rolpa Road","8HMX+7F, laiwaanga 22100, naepaala",28.333247,82.5987148,4.0,laiwaanga, monument,,Missing description
4323,thaamadaaँdaa,"XQMJ+X8W, waalainga 33801, naepaala",27.9849897,83.7808317,5.0,waalainga, picnic,,Missing description
4324,Madi river bank Obang,"6J2V+C5G, ghaodaagaauँ 22100, naepaala",28.2010746,82.6429424,0.0,ghaodaagaauँ, hike,,Missing description
4325,Rock Garden,"7M88+X7H, laiwaangaga 22100, naepaala",28.2674462,82.6657419,4.0,laiwaangaga, park,,Missing description
4326,Lapal church,"5HWC+JP, jaaulaiipaokharaii 22100, naepaala",28.1965584,82.5718136,5.0,jaaulaiipaokharaii, church,,Missing description
4327,Rolpa View,"5HCG+8RH, Sworgadwari Road, masainaa 22100, naepaala",28.1708147,82.5770992,0.0,Sworgadwari Road, tourist_attraction,,Missing description
4328,"Uma, Dhoreni Rolpa","5JF7+WPW, jaaulaiipaokharaii 22100, naepaala",28.1748629,82.6143373,5.0,jaaulaiipaokharaii, tourist_attraction,,Missing description
4329,Rijal home,"4MJ5+GV, sawaragadawaaraiikhaala 22300, naepaala",28.131296,82.6595899,5.0,sawaragadawaaraiikhaala, museum,,Missing description
4330,Runtigadhi Rural Municipality,"5GR4+72G, jhaenaama 22100, naepaala",28.1906915,82.5050644,4.5,jhaenaama, monument,,Missing description
4331,Runti Gadhi raunataiigadhaii,"5GC4+G4, daubaiidaamdaa 22100, naepaala",28.1712577,82.5053156,0.0,daubaiidaamdaa, historic_site,,Missing description
4332,top,"5C2M+MPF, 22100, naepaala",28.1516947,82.4342859,0.0,22100, trek,,Missing description
4333,Rapti Peace Park Picnic Ground,"48W9+WQ, taulasaiipaura 22412, naepaala",28.1472976,82.3194113,5.0,taulasaiipaura, picnic,,Missing description
4334,saraikaota,"6RQ3+6G, sairapaa 22100, naepaala",28.2380578,82.8038686,3.0,sairapaa, park,,Missing description
4335,G.Creek CHURCH KASALA ROLPA,"8Q86+7CX, jaaimaakasalaa 22100, naepaala",28.3157431,82.7611274,4.0,jaaimaakasalaa, church,,Missing description
4336,Fulwari Masjid فُلواری مسجد,"3J5G+GMR, Eklaini, naepaalaganyaja, naepaala",28.0588608,81.6265427,4.8,Eklaini, mosque,,Missing description
4337,laungagaraii ०३ gaothaechaaura raolapaa,"6RG9+RRH, sairapaa 22100, naepaala",28.2270743,82.8196152,3.8,sairapaa, monument,,Missing description
4338,Lungri Rural Municipality,"wadaachaaura 22100, naepaala",28.2632611,82.7709261,4.2,naepaala, trek,,Missing description
4339,naaudhaaraiikhaorayaa Naudhari Khorya,"GFH4+QF6, khaaraa 22000, naepaala",28.5294105,82.456144,1.0,khaaraa, park,,Missing description
4340,Kharsubot Rolpa,"FFXR+CW, iraiwaanga 22100, naepaala",28.4986311,82.4912913,0.0,iraiwaanga, amusement_park,,Missing description
4341,ekataa parashamsaa manadalaii,"Gangadev 2, naepaala",28.4394078,82.4232718,0.0,naepaala, church,,Missing description
4342,SHIVA CAVE shaiwa gauphaa,"daamaachaaura 22100, naepaala",28.3825804,82.3563866,5.0,naepaala, museum,,Missing description
4343,pairataa thaana,"F9PP+G62, baaphaukhaolaa, naepaala",28.4862645,82.3855301,5.0,baaphaukhaolaa, hindu_temple,,Missing description
4344,shahaiida maemaoraiyala yauwaa kalaba(Shahid Memorial Youth club),"GF9M+PM3, paachhaawaanga 22100, naepaala",28.5192779,82.4841696,5.0,paachhaawaanga, monument,,Missing description
4345,gamgaadaewa gaauँpaalaikaa raolapaa,"CCMF+7QC, jainaabaanga 22100, naepaala",28.4331556,82.4243624,4.0,jainaabaanga, historic_site,,Missing description
4346,daalaii khaoraiyaa kashaetara,"G92V+FJ2, baaphaukhaolaa, naepaala",28.5011292,82.394,5.0,baaphaukhaolaa, hike,,Missing description
4347,Sunchhahari Rural Municipality,"Pobang-5, naepaala",28.3612134,82.7948258,4.2,naepaala, park,,Missing description
4348,Sunchhahari Natural Waterfall,"8QWX+XR7, saiuraii 22100, naepaala",28.3474155,82.7995495,4.8,saiuraii, tourist_attraction,,Missing description
4349,Thabang Ground,"GP24+QPH, Unnamed Road, thawaanga 22100, naepaala",28.5019465,82.7068527,3.5,Unnamed Road, park,,Missing description
4350,thawaanga,"thawaanga, naepaala",28.4901718,82.723924,,naepaala, tourist_attraction,,Missing description
4351,Gothmare. khumel rolpa,"7MJJ+HP2, laiwaangaga 22100, naepaala",28.2813664,82.6817565,5.0,laiwaangaga, tourist_attraction,,Missing description
4352,Thabang rolpa,"FPRF+3H7, thawaanga 22100, naepaala",28.4901718,82.723924,5.0,thawaanga, mosque,,Missing description
4353,Election Agrovet Thabang Rolpa,"R.M 2, thawaanga 22106, naepaala",28.4987987,82.7104765,5.0,thawaanga, aquarium,,Missing description
4354,Devi Than,"GM8J+WP, thawaanga 22000, naepaala",28.5172855,82.6817811,1.0,thawaanga, hindu_temple,,Missing description
4355,Purna Roka Memorial Statue,"FPX5+W8W, thawaanga 22100, naepaala",28.5000309,82.708226,0.0,thawaanga, monument,,Missing description
4356,"Goalchar, gaolachara","GM2Q+X8X, thawaanga 22100, naepaala",28.5024783,82.68837,0.0,thawaanga, trek,,Missing description
4357,saunaila samaृtai gaauँpaalaikaa,"6PWH+JXR, maijhaiinga 22100, naepaala",28.2466281,82.729893,3.8,maijhaiinga, park,,Missing description
4358,R. South Aquarium House,"J9VF+4Q7, F072, mahaalakashamaii 44700, naepaala",27.6427866,85.3744124,3.3,F072, aquarium,,Missing description
4359,Sunil kumar,"Hulaki Rd, 32800, naepaala",27.5296709,83.1318334,5.0,32800, hindu_temple,,Missing description
4360,"Kamal Pokhari, Rukum East","JJ6F+XGR, raukaumakaota 22000, naepaala",28.6124842,82.623778,4.5,raukaumakaota, park,,Missing description
4361,Masjid-e-Umar (Shamsi-01),"RP4M+5VR, Bela - Samsi Rd, shamasaii 45700, naepaala",26.805489,85.7346486,4.4,Bela - Samsi Rd, mosque,,Missing description
4362,"baraaha manadaira , Barah Temple","QHF5+279, sayaalaakhadaii 22000, naepaala",28.7730055,82.5591375,5.0,sayaalaakhadaii, hindu_temple,,Missing description
4363,"Sisne Word no.7,Rukum East Umesh Budha","JHQ3+7QR, raukaumakaota 22000, naepaala",28.638232,82.5544024,0.0,raukaumakaota, historic_site,,Missing description
4364,Sisne Himal,"Sisne Himal, sayaalaakhadaii 22000, naepaala",28.8276006,82.6166868,3.9,sayaalaakhadaii, hike,,Missing description
4365,Hydro Waterfall,"HP49+23, kaaँkaraii 22000, naepaala",28.555098,82.717645,5.0,kaaँkaraii, amusement_park,,Missing description
4366,Ananta A.G.F.N bhume 3 sima rukum East,"HMC8+48, mahata 22000, naepaala",28.5704856,82.66583,5.0,mahata, church,,Missing description
4367,"Maring hill, Bhume, Rukum East","GPJH+GR2, mahata 22000, naepaala",28.5310925,82.7294577,0.0,mahata, tourist_attraction,,Missing description
4368,kaakaraii gaauँ,"HP5P+8MQ, kaaँkaraii 22000, naepaala",28.5583468,82.7367372,5.0,kaaँkaraii, museum,,Missing description
4369,"Mahat Gau Rukum East, pokhardanda","HM59+J27, mahata 22000, naepaala",28.5590126,82.6675383,4.2,mahata, monument,,Missing description
4370,ANUGRAH A.G.F.N. CHURCH MARIPAKHA RUKUMKOT RUKUM EAST,"JJ9F+4C3, raukaumakaota 22000, naepaala",28.617622,82.622573,5.0,raukaumakaota, church,,Missing description
4371,"pauthaa utataragamgaa gaaupaalaikaa takasaeraa,paurabaii raukauma","HRM9+FWJ, takasaeraa 22000, naepaala",28.5837053,82.8197768,5.0,takasaeraa, mosque,,Missing description
4372,Ziyaulkingnp,"VVFR+PP3, naraainaapaura 21900, naepaala",27.8751906,81.891732,5.0,naraainaapaura, mosque,,Missing description
4373,saidadha masataa (siddha masta),"MVGH+92X, ranamaamaaikaota 22000, naepaala",28.675983,82.8776114,5.0,ranamaamaaikaota, hindu_temple,,Missing description
4374,pauthaa utataragamgaa,"pauthaa utataragamgaa, naepaala",28.5843557,82.822319,,naepaala, picnic,,Missing description
4375,Rup patan,"RR76+2VJ, ranamaamaaikaota 22000, naepaala",28.8125893,82.8121502,4.5,ranamaamaaikaota, hike,,Missing description
4376,"Dahabang, Musikot Rukum west","HFV3+7R, bhalaakachaa 22000, naepaala",28.593133,82.454557,5.0,bhalaakachaa, tourist_attraction,,Missing description
4377,"Bajagaun,Musikot Rukum West","HFV3+F4, bhalaakachaa 22000, naepaala",28.5936342,82.4528261,4.0,bhalaakachaa, tourist_attraction,,Missing description
4378,mausaiikaota,"mausaiikaota 22000, naepaala",28.5968757,82.5510469,,naepaala, mosque,,Missing description
4379,Musikot Khalanga Bazar,"JFH4+G4J, Munisipality, Musikot Khalanga, naepaala",28.6288214,82.4553098,4.1,Munisipality, mosque,,Missing description
4380,"Musikot Khalanga Multiple Campus, West Rukum","JFH3+96X, District Police Office Rd, mausaiikaota 22000, naepaala",28.6284245,82.4530623,4.5,District Police Office Rd, art_gallery,,Missing description
4381,Musikot Municipality 08 Kwamma Rukum West,"HGHR+54, mausaiikaota 22000, naepaala",28.5779644,82.5402916,3.0,mausaiikaota, trek,,Missing description
4382,Rukum,"HHW2+M9X, mausaiikaota 22000, naepaala",28.5967294,82.5509966,3.8,mausaiikaota, trek,,Missing description
4383,Musikot Khalanga,"Musikot Khalanga 22000, naepaala",28.63,82.49,,naepaala, trek,,Missing description
4384,Chaurjahari Church,"J5PR+R9G, baijayashawaraii 22000, naepaala",28.6370969,82.1909756,4.3,baijayashawaraii, church,,Missing description
4385,chaaurajahaaraii,"chaaurajahaaraii, naepaala",28.6394542,82.2015034,,naepaala, tourist_attraction,,Missing description
4386,"chaaurajahaaraii waimaanasathala, raukauma pashachaima","J5GV+MCW, baijayashawaraii 22000, naepaala",28.6267467,82.1935638,4.0,baijayashawaraii, mosque,,Missing description
4387,Timile,"J8CC+CCV, aramaa 22000, naepaala",28.6210626,82.3210642,0.0,aramaa, trek,,Missing description
4388,Chaurjahari Municipality Office,"M635+CXX, kaotajahaaraii 22000, naepaala",28.6536247,82.2100206,3.4,kaotajahaaraii, picnic,,Missing description
4389,Chaurjahari Hospital,"J5PR+P2R, baijayashawaraii 22000, naepaala",28.6368739,82.1900031,4.2,baijayashawaraii, picnic,,Missing description
4390,naetara olai samaृtai chaoka,"Q9Q2+4RX, aathabaisakaota 22000, naepaala",28.7878739,82.3521028,4.0,aathabaisakaota, park,,Missing description
4391,aathabaisakaota,"aathabaisakaota 22000, naepaala",28.7959111,82.3777335,,naepaala, tourist_attraction,,Missing description
4392,Aathbiskot Municipality Rukum,"Q9P2+JPM, aathabaisakaota 22000, naepaala",28.7865718,82.3518813,3.9,aathabaisakaota, mosque,,Missing description
4393,Aathbiskot Municipality Rukum West,"Q9WG+CR8, aathabaisakaota 22000, naepaala",28.7960256,82.3770862,3.2,aathabaisakaota, art_gallery,,Missing description
4394,aathawaisakaota nagarapaalaikaa raukauma pashachaima,"Q9Q2+5RQ Municipality, aathabaisakaota 22000, naepaala",28.7879695,82.3521217,4.8,aathabaisakaota, monument,,Missing description
4395,baanaphaiikaota,"baanaphaiikaota 22000, naepaala",28.7092683,82.4861053,,naepaala, park,,Missing description
4396,pani khola muhan,"P97G+6F, daulaii 22000, naepaala",28.7130305,82.3762044,0.0,daulaii, amusement_park,,Missing description
4397,sayaarapau taala,"MFVP+7F, baanaphaiikaota 22000, naepaala",28.6931875,82.4861875,4.2,baanaphaiikaota, museum,,Missing description
4398,Nirbanshi Baraha Kul Deuta,"MFWF+585, baanaphaiikaota 22000, naepaala",28.6953883,82.473349,0.0,baanaphaiikaota, hindu_temple,,Missing description
4399,baaँphaikaota,"baaँphaikaota, 22000, naepaala",28.6899533,82.4812402,,22000, historic_site,,Missing description
4400,Syarpu Taal View Tower,"MFRQ+P25, baanaphaiikaota 22000, naepaala",28.6917685,82.4875996,0.0,baanaphaiikaota, trek,,Missing description
4401,Kumal Gau,"JCR4+F4H, chhaiwaada 22000, naepaala",28.6411968,82.4053644,0.0,chhaiwaada, museum,,Missing description
4402,Tirtha memorial park (tairatha samaृtai paaraka),"JG6P+JWR, mausaiikaota 22000, naepaala",28.611616,82.5372764,0.0,mausaiikaota, monument,,Missing description
4403,Takura Triveni 3 Rukum west karnali Nepali,"HC45+VH, khaaraa 22000, naepaala",28.557205,82.408973,0.0,khaaraa, historic_site,,Missing description
4404,daaँgaii maaeda,"J9WP+9M8, saimalaii 22000, naepaala",28.6463723,82.3864501,4.0,saimalaii, park,,Missing description
4405,Rukum sanibheri3 pedi,"3 pedi, garayalaa 22000, naepaala",28.6608486,82.3526288,1.0,garayalaa, tourist_attraction,,Missing description
4406,Sani Bheri,"Sani Bheri, khalangagaa 22000, naepaala",28.6921687,82.2783222,4.3,khalangagaa, aquarium,,Missing description
4407,Santu Art Gallery,"P8FM+C3G, Namuna Galli, kaathamaadaauँ 44600, naepaala",27.7235646,85.3327015,0.0,Namuna Galli, art_gallery,,Missing description
4408,saanaii bhaeraii,"saanaii bhaeraii, 22000, naepaala",28.6702807,82.3253124,,22000, historic_site,,Missing description
4409,Sanibheri 6 Furkya Dada phaurakayaa daadaa,"P926+6JP Furkya Dada, daulaii 22000, naepaala",28.7005926,82.3615877,1.0,daulaii, trek,,Missing description
4410,Butwal Revival Church (bautawala jaagaृtai manadalaii),"bautawala 32902, naepaala",27.6993971,83.4599887,5.0,naepaala, church,,Missing description
4411,Buddha Gumba,"MCVF+MRG, bautawala 32907, naepaala",27.6941886,83.4245809,3.4,bautawala, museum,,Missing description
4412,Latihs Art & Decoration Gallery,"MFH6+228, bautawala 32907, naepaala",27.6775543,83.4600681,5.0,bautawala, art_gallery,,Missing description
4413,"sharaii saidadhabaabaa dhaama, bautawala","PF98+PJM, H10, bautawala 32907, naepaala",27.7211286,83.4692947,4.5,H10, hindu_temple,,Missing description
4414,Jitgadi Fort - National Heritage,"jaita gadhaii, bautawala 32907, naepaala",27.7032951,83.4594055,4.1,bautawala, monument,,Missing description
4415,tailaotatamaa paaraka,"JCVX+6WR, tailaotatamaa 32907, naepaala",27.643105,83.4497653,4.3,tailaotatamaa, park,,Missing description
4416,Masiha Calvary church,"HFPW+854, tailaotatamaa 32900, naepaala",27.5857716,83.4954409,0.0,tailaotatamaa, church,,Missing description
4417,Kotihawa Mosque,"HF7C+R9G, tailaotatamaa 32900, naepaala",27.564563,83.4709534,5.0,tailaotatamaa, mosque,,Missing description
4418,Youtube,"MCPJ+JWJ, bautawala 32907, naepaala",27.6865838,83.4322634,5.0,bautawala, museum,,Missing description
4419,Shoreee Shanti Durga Mandir,"no. tilottama 7, naepaala",27.6409763,83.4584102,4.5,naepaala, hindu_temple,,Missing description
4420,saubaedaikao sapalaayarasa,"JG2W+7R3, tailaotatamaa 32900, naepaala",27.6006419,83.5470343,4.5,tailaotatamaa, monument,,Missing description
4421,Tilottama Municipality Ward No. 16 Office,"Madhawaliya, Tilottama 32900https://www.google.com/local/place/rap/edit/category?sa=X&ved=2ahUKEwjGu4Wpoun4AhXFjXAKHb0bAfoQ-M8EegQIABAA, naepaala",27.5697021,83.4857721,2.0,Tilottama 32900https://www.google.com/local/place/rap/edit/category?sa=X&ved=2ahUKEwjGu4Wpoun4AhXFjXAKHb0bAfoQ-M8EegQIABAA, historic_site,,Missing description
4422,tailaotatamaa,"tailaotatamaa, naepaala",27.6192717,83.4750488,,naepaala, historic_site,,Missing description
4423,Tilottama Agro Industries,"JF5P+GMJ, Unnamed Road, tailaotatamaa 32903, naepaala",27.608826,83.486653,3.3,Unnamed Road, historic_site,,Missing description
4424,Sushpura Tilottama 13,"tailaotatamaa 32900, naepaala",27.5951346,83.4258956,5.0,naepaala, historic_site,,Missing description
4425,Fishing spot,"JCRW+J5, tailaotatamaa 32907, naepaala",27.641588,83.44539,0.0,tailaotatamaa, hike,,Missing description
4426,Darkhaswa Park,"Darkhaswa, Siddharthanagar-3, saidadhaarathanagara, naepaala",27.4928789,83.4642191,3.6,Siddharthanagar-3, park,,Missing description
4427,Victory AG Church,"FFR5+WXG, saidadhaarathanagara 32900, naepaala",27.4923176,83.4599524,4.8,saidadhaarathanagara, church,,Missing description
4428,Lumbini gate siddharthanagar bhairahawa rupandehi,"GF92+89W, GF92+48R, Lumbini Road, saidadhaarathanagara 32900, naepaala",27.5181282,83.450857,4.8,GF92+48R, tourist_attraction,,Missing description
4429,saidadhaarathanagara parayatakaiiya gaeta Siddharthanagar Tourism Gate,"FFP6+8CR, saidadhaaratha raajamaaraga, saidadhaarathanagara 32900, naepaala",27.4858628,83.4610306,4.3,saidadhaaratha raajamaaraga, tourist_attraction,,Missing description
4430,Siddharthanagar,"GC4Q+J33, saidadhaarathanagara 32900, naepaala",27.5065119,83.4376749,4.9,saidadhaarathanagara, trek,,Missing description
4431,World Friends park,"F7MG+79, laumabainaii saaँsakaृtaika 32900, naepaala",27.4831954,83.2759126,5.0,laumabainaii, park,,Missing description
4432,Ark Church,"F8G6+HH4, laumabainaii saaँsakaृtaika 32900, naepaala",27.4763908,83.3114995,5.0,laumabainaii, church,,Missing description
4433,Birthplace of Gautama Buddha,"F79G+MP5, laumabainaii saaँsakaृtaika 32900, naepaala",27.4693726,83.2757839,4.7,laumabainaii, tourist_attraction,,Missing description
4434,Lumbini Sanskritik Ahle Hadis Mosque,"F7R2+G83, laumabainaii saaँsakaृtaika 32900, naepaala",27.4912713,83.2507916,5.0,laumabainaii, mosque,,Missing description
4435,Buddha art studio,"kanchan-1, bautawala 32912, naepaala",27.6521556,83.2986086,0.0,bautawala, art_gallery,,Missing description
4436,Lumbini sanskrit,"F7RM+6P, laumabainaii saaँsakaृtaika 32900, naepaala",27.4905941,83.2843609,4.5,laumabainaii, historic_site,,Missing description
4437,"Khungai,Nepal","F724+2XG, laumabainaii saaँsakaृtaika 32900, naepaala",27.4503454,83.2569954,3.9,laumabainaii, historic_site,,Missing description
4438,laumabainaii saaँsakaृtaika,"laumabainaii saaँsakaृtaika 32900, naepaala",27.5044499,83.2720082,,naepaala, historic_site,,Missing description
4439,Lumbini Selfie Point,"F7FG+QJQ, laumabainaii saaँsakaृtaika 32900, naepaala",27.4734663,83.2755954,4.5,laumabainaii, historic_site,,Missing description
4440,laumabainaii baikaasha kaosha,"laumabainaii baikaasha kaosha, laumabainaii saaँsakaृtaika 32900, naepaala",27.4871771,83.277359,,laumabainaii, historic_site,,Missing description
4441,laumabainaii saamsakaृtaika,"laumabainaii saamsakaृtaika, 32900, naepaala",27.450345,83.2570122,,32900, historic_site,,Missing description
4442,Lumbini Sanskritik Development Area,"Lumbini Sanskritik Development Area, laumabainaii saaँsakaृtaika 32900, naepaala",27.4833085,83.2756753,,laumabainaii, historic_site,,Missing description
4443,Lumbini sanskritik,"G73C+QRC, laumabainaii saaँsakaृtaika 32900, naepaala",27.5044499,83.2720082,5.0,laumabainaii, historic_site,,Missing description
4444,Lumbini Crane Sanctuary,"Lumbini Sacred Garden, laumabainaii saaँsakaृtaika 32900, naepaala",27.4996695,83.2787742,4.4,laumabainaii, hike,,Missing description
4445,Bethany baptis church,"M853+CQ9, saainaamaainaa 32900, naepaala",27.6585482,83.3044975,5.0,saainaamaainaa, church,,Missing description
4446,Barambaba Tempal Sainamaina Sanoj Chaudhary,"Sainamaina - 5, Rupandehi 5 number state, saainaamaainaa 32908, naepaala",27.6934196,83.3148018,0.0,Rupandehi 5 number state, mosque,,Missing description
4447,chhaotakaa shaira Chhottkaa Sheer,"Chethari Sainamaina-1, saainaamaainaa, naepaala",27.6848615,83.3628616,4.5,saainaamaainaa, museum,,Missing description
4448,Malmala Devi Temple,"P867+39F, pauurawa pashachaima raajamaaraga, saainaamaainaa 32900, naepaala",27.7101885,83.3134139,4.3,pauurawa pashachaima raajamaaraga, hindu_temple,,Missing description
4449,Shoreee Sainamaina Memorial School,"saainaamaainaa 32900, naepaala",27.6842317,83.373847,4.6,naepaala, monument,,Missing description
4450,Sainamaina,"M8PR+XH9, saainaamaainaa 32900, naepaala",27.6874093,83.3414738,4.8,saainaamaainaa, historic_site,,Missing description
4451,Sainamaina Hill Park,"M9X4+GF, saainaamaainaa 32900, naepaala",27.6988642,83.3561615,3.6,saainaamaainaa, trek,,Missing description
4452,Devdaha Farmers Park,"JHVR+VV5, daewadaha nagarapaalaikaa 32900, naepaala",27.6446275,83.5922369,4.0,daewadaha, park,,Missing description
4453,Eternal life church (ananata jaiiwana manadalaii),"Devdaha-1, naepaala",27.5854654,83.5723381,5.0,daaraechaoka, church,,Missing description
4454,"karaanataipatha-१, shaanataitaola","Devdaha 11, 32900, naepaala",27.561877,83.5755941,5.0,32900, tourist_attraction,,Missing description
4455,Rajaye mustafa mosque,"PF35+QXM, bautawala 32907, naepaala",27.7044507,83.459942,5.0,bautawala, mosque,,Missing description
4456,DEVKOTA RESORT,"JHR9+6V5, daewadaha nagarapaalaikaa 32900, naepaala",27.6405101,83.5697312,1.0,daewadaha, museum,,Missing description
4457,Lucknow Mutiny Memorial Park,"MF7W+8CC, mahaenadara raajamaaraga, bautawala 32907, naepaala",27.663307,83.496003,4.7,mahaenadara raajamaaraga, monument,,Missing description
4458,charangagae chaauka parataikashaalaya,"Charange, Devdaha-10, 32900, naepaala",27.6726427,83.4926336,3.2,Devdaha-10, historic_site,,Missing description
4459,Keuli Picnic Spot,"MHG5+XRP, Unnamed Road, daewadaha nagarapaalaikaa 32900, naepaala",27.6774677,83.5595783,4.0,Unnamed Road, picnic,,Missing description
4460,Rupandehi View Area,"PGGM+F7, daobhaana 32500, naepaala",27.7262386,83.5332068,0.0,daobhaana, hike,,Missing description
4461,Mayadevi Park,"32900, naepaala",27.5003273,83.3816873,4.0,naepaala, park,,Missing description
4462,Seyon Church Chhapiya,"H965+7V7, chhapaiyaa raoda, kamaharaiyaa 32900, naepaala",27.5606588,83.3596663,4.0,chhapaiyaa raoda, church,,Missing description
4463,MASJID SHUKRAULI MayaDevi (3) (Islam nagar) Dict. Rupendehi Lumbini Province (5) NEPAL,"G9JJ+V9C, kamaharaiyaa 32900, naepaala",27.5322053,83.3808456,5.0,kamaharaiyaa, mosque,,Missing description
4464,Rohini River site Park,"JG4X+WRW, daewadaha nagarapaalaikaa 32900, naepaala",27.6073691,83.5495713,4.0,daewadaha, park,,Missing description
4465,Nepal Remnants Church,"JHVW+M2C, Khaireni-Gothadi Road, daewadaha nagarapaalaikaa 32900, naepaala",27.6440153,83.5955759,5.0,Khaireni-Gothadi Road, church,,Missing description
4466,raohainaii,"raohainaii, naepaala",27.5120138,83.5389595,,naepaala, church,,Missing description
4467,"Rohini River site Dam, Tilottama","HGPW+HG, tailaotatamaa 32900, naepaala",27.5864501,83.5462749,4.5,tailaotatamaa, tourist_attraction,,Missing description
4468,rajaa jaamaa masajaida RAJJA JAMA MASJID,"Rohini rural municipality -3 dhakdhai bajar raohainaii gaauँpaalaikaa-3 dhakadhaii bajaara, saidadhaarathanagara 32902, naepaala",27.5094857,83.5372973,5.0,saidadhaarathanagara, mosque,,Missing description
4469,Maharaja Mani Mukund Sen Palace Ruins,"Mayarani Palace, mahaenadara raajamaaraga, bautawala 32907, naepaala",27.7063586,83.4562209,4.8,mahaenadara raajamaaraga, museum,,Missing description
4470,"samaudaaeka bana upabhaokataa samaitai Community Forest, Rohini Gaupalika, basantapur nepal","GG43+JM8, basanatapaura 32900, naepaala",27.5065326,83.5042126,4.7,basanatapaura, zoo,,Missing description
4471,Art & Arts,"JF4V+872, tailaotatamaa 32903, naepaala",27.6057727,83.4931212,0.0,tailaotatamaa, art_gallery,,Missing description
4472,"Community Forest, Rohini Gaupalika- 2 samaudaaeka bana upabhaokataa samaitai","GG24+GM2, Bagaha 32900, naepaala",27.5012739,83.5066349,5.0,Bagaha, hike,,Missing description
4473,Christ the King church,"siddharatha nagar word number 12 Nautanwa, Araji Sarkar Urf Bairiha, Uttar Pradesh 273164, bhaarata",27.4158818,83.4117662,5.0,Araji Sarkar Urf Bairiha, church,,Missing description
4474,Mahuwari Pokhari,"tailaotatamaa 32903, naepaala",27.6166838,83.5008201,4.2,naepaala, tourist_attraction,,Missing description
4475,Aale hadish masjid banrahwa,"98M8+GCG, 32900, naepaala",27.3837596,83.3160761,0.0,32900, mosque,,Missing description
4476,BUDDHA PASU PALAN FROM,"C8G9+P4, waetakauiyaa 32900, naepaala",27.4268599,83.3177903,2.0,waetakauiyaa, zoo,,Missing description
4477,Marchawari Mai Mandir,"C999+F59, baogaadaii 32900, naepaala",27.4186507,83.36798,4.2,baogaadaii, hindu_temple,,Missing description
4478,baradahawaa,"C8JQ+6F4, 32900, naepaala",27.4305197,83.3386995,3.0,32900, trek,,Missing description
4479,Pancha Batika,"FCQH+XWQ, saidadhaarathanagara 32900, naepaala",27.4899637,83.4298726,4.4,saidadhaarathanagara, picnic,,Missing description
4480,Tinkune ( taraikaoda maaraga),"C8JQ+5XH, 32900, naepaala",27.4304326,83.3399998,2.0,32900, amusement_park,,Missing description
4481,kaotahaiimaaii,"kaotahaiimaaii, naepaala",27.4305197,83.3386995,,naepaala, tourist_attraction,,Missing description
4482,Sahani Arts Bhairahawa,"paraasaii raoda, saidadhaarathanagara 32900, naepaala",27.5056676,83.4593622,3.5,saidadhaarathanagara, art_gallery,,Missing description
4483,Mahadev Temple(mahaadaewa manadaira),"Kotahimai Rural Municipality-2, Bhuwari, 32900, naepaala",27.4599371,83.3316626,5.0,Bhuwari, hindu_temple,,Missing description
4484,raani park raanaii paaraka,"947W+9PM, Unnamed Road, shaaradaa 22200, naepaala",28.3634749,82.1467969,4.5,Unnamed Road, park,,Missing description
4485,Sharada 9 Marke Salyan,"93FR+7PW, shaaradaa 22200, naepaala",28.3732422,82.0918303,1.0,shaaradaa, hindu_temple,,Missing description
4486,Sharada Bridge,"86MH+9R8, chhaayaaँkashaetara 22200, naepaala",28.3334144,82.2295707,4.0,chhaayaaँkashaetara, monument,,Missing description
4487,Naya Jivan Mandali,"G2H7+X9W, jaajarakaota sadaka, rakaama 21700, naepaala",28.5299851,82.0134445,4.0,jaajarakaota sadaka, church,,Missing description
4488,Salli Bazar (salalaiibajaara),"daewasathala 22200, naepaala",28.5096489,82.0292291,3.7,naepaala, zoo,,Missing description
