,id,name,address,latitude,longitude,rating,second_word,types,Description
332,496,Lapis Thanka & Art Gallery Shop,"Tridevi Sadak, Kathmandu 44600, Nepal",27.7144161,85.3118797,4.9,Kathmandu 44600,"museum, point_of_interest, store, establishment",
333,497,Bhav Art Gallery,"Ward No. 3 (Near to Shivapuri Higher Secondary School, Shimana Marga, Kathmandu 44600, Nepal",27.7298617,85.328801,4.0,Shimana Marga,"art_gallery, point_of_interest, establishment","Shashi Bikram Shah (also: Shashi Shah, Nepali: शशी बिक्रम शाह) is a Nepali artist born in Kathmandu in 1940, and with a career spanning five decades, is regarded as one of the preeminent contemporary artists of Nepal and one of the country's first modernist painters.
Shah’s lifelong fascination with art matured in the 1960s while studying at the Sir J.J. School of Art in Mumbai, where he got introduced to works of impressionists and surrealists. The influence of these artists are still evident in Shah’s paintings which continuously aim to capture the world’s suffering."
334,498,Rainbow Thanka Gallery,"Thamel Marg 453, Kathmandu 00977, Nepal",27.7151667,85.3115293,5.0,Kathmandu 00977,"art_gallery, museum, point_of_interest, store, establishment","Nelson Rolihlahla Mandela ( man-DEL-ə, Xhosa: [xolíɬaɬa mandɛ̂ːla]; born Rolihlahla Mandela; 18 July 1918 – 5 December 2013) was a South African anti-apartheid activist and politician who served as the first president of South Africa from 1994 to 1999. He was the country's first black head of state and the first elected in a fully representative democratic election. His government focused on dismantling the legacy of apartheid by fostering racial reconciliation."
335,499,LA gallery,"Unnamed Road, Kathmandu 44600, Nepal",27.7224593,85.3618253,2.9,Kathmandu 44600,"art_gallery, point_of_interest, establishment","The Ferus Gallery was a contemporary art gallery which operated from 1957 to 1966. In 1957, the gallery was located at 736-A North La Cienega Boulevard, Los Angeles in the U.S. state of California. In 1958, it was relocated across the street to 723 North La Cienega Boulevard where it remained until its closing in 1966."
336,500,Reva Art Gallery,"M8GG+3CC durbar square, Lalitpur, Nepal",27.6752292,85.3258866,4.9,Lalitpur,"art_gallery, point_of_interest, establishment","My Year of Rest and Relaxation is a 2018 novel by American author Ottessa Moshfegh. Moshfegh's second novel, it is set in New York City in 2000 and 2001 and follows an unnamed protagonist as she gradually escalates her use of prescription medications in an attempt to sleep for an entire year.


== Background and publication ==
My Year of Rest and Relaxation is Moshfegh's second novel, following Eileen (2015, shortlisted for the Man Booker Prize), as well as a novella (McGlue, 2014) and a short story collection (Homesick for Another World, 2017)."
337,501,The Spiritual Arts,"Thaina-6, Lalitpur 44700, Nepal",27.6695101,85.3262453,4.9,Lalitpur 44700,"art_gallery, point_of_interest, establishment","Martial arts are codified systems and traditions of combat practiced for a number of reasons such as self-defence; military and law enforcement applications; competition;  physical, mental, and spiritual development; entertainment; and the preservation of a nation's intangible cultural heritage.


== Etymology ==

""Martial arts"" is a direct English translation of the Sino-Japanese word (Japanese: 武芸, romanized: bu-gei, Chinese: 武藝; Pe̍h-ōe-jī: bú-gē; pinyin: wǔyì). Literally, it refers to ""武 martial"" and ""艺 arts""."
338,502,Classic gallery,"M8HG+P79, Chakupat Rd, Lalitpur 44600, Nepal",27.6792967,85.3257494,4.2,Chakupat Rd,"art_gallery, point_of_interest, establishment","Game & Watch games have had many different re-releases.
The Game & Watch Gallery series, known in Japan and Australia as the Game Boy Gallery series, is a series of compilations of some of Nintendo's original Game & Watch titles first released in 1995. Five installments have been released, all for systems in the Game Boy line; four of these games have also been released on the Virtual Console for Nintendo 3DS and Wii U. From Game & Watch Gallery onward, the games feature Game & Watch games in two styles: Classic, which features faithful reproductions of the original games, and Modern, which gives the games a different visual style using characters from the Mario series, but not all Game & Watch games included in a particular game include a Modern style."
339,503,Dipak Art Gallery,"M849+CMV, Lalitpur 44700, Nepal",27.6561069,85.3191794,5.0,Lalitpur 44700,"art_gallery, point_of_interest, establishment","Ragamala paintings are a form of Indian miniature painting, a set of illustrative paintings of the Ragamala or ""Garland of Ragas"", depicting variations of the Indian musical modes called ragas. They stand as a classical example of the amalgamation of art, poetry and classical music in medieval India.
Ragamala paintings were created in most schools of Indian painting, starting in the 16th and 17th centuries, and are today named accordingly as Pahari Ragamala, Rajasthan or Rajput Ragamala, Deccan Ragamala, and Mughal Ragamala."
340,504,AS Handicrafts & Art Gallery,"Gakyaba Marga, Lalitpur 44700, Nepal",27.6713409,85.3201495,5.0,Lalitpur 44700,"art_gallery, point_of_interest, establishment","The National Handicrafts and Handlooms Museum  (NHHM) commonly known as National Crafts Museum in New Delhi is one of the largest crafts museums in India. It is run by the Ministry of Textiles, Government of India. The museum is situated on the corner of the Pragati Maidan, facing the Purana Quila complex."
341,505,Araniko Newa And Traditional Arts,"Patan durbar square,krishna temple, Lalitpur 44600, Nepal",27.6738129,85.3249196,5.0,krishna temple,"art_gallery, point_of_interest, establishment","The culture of Nepal encompasses the various cultures belonging to the 125 distinct ethnic groups present in Nepal. The culture of Nepal is expressed through music and dance; art and craft; folklore; languages and literature; philosophy and religion; festivals and celebration; foods and drinks.


== Dance and music ==

Legends state that dances in this country originated in the abode of Lord Shiva — the Himalayas, where he performed the tandava dance."
342,506,Himalayan Art Gallery Jhamsikhel,"Opposite Vivanta Hotel, Jhamsikhel Road 3, Lalitpur 44600, Nepal",27.6767742,85.3102178,4.2,Jhamsikhel Road 3,"art_gallery, museum, point_of_interest, establishment","Kathmandu, officially the Kathmandu Metropolitan City, is the seat of federal government and the most populous city in Nepal. As of the 2021 Nepal census, there were 845,767 inhabitants living in 105,649 households and approximately 4 million people in its surrounding agglomeration. It is located in the Kathmandu Valley, a large valley surrounded by hills in central Nepal, at an altitude of 4,344 feet (1,324 metres) above sea level."
343,507,Thanka Art Gallery,"Kwalakhu Rd, Lalitpur 44700, Nepal",27.6741911,85.3245895,4.1,Lalitpur 44700,"art_gallery, museum, point_of_interest, establishment","A thangka (Nepali pronunciation: [ˈt̪ʰaŋka]; Tibetan: ཐང་ཀ་; Nepal Bhasa: पौभा) is a Tibetan Buddhist painting on cotton, silk appliqué, usually depicting a Buddhist deity, scene, or mandala. Thangkas are traditionally kept unframed and rolled up when not on display, mounted on a textile backing somewhat in the style of Chinese scroll paintings, with a further silk cover on the front. So treated, thangkas can last a long time, but because of their delicate nature, they have to be kept in dry places where moisture will not affect the quality of the silk."
344,508,ADVENTURE ART GALLERY,"भिन्द्यो क्व - सौग: लँ, Lalitpur 44700, Nepal",27.6740859,85.3252345,5.0,Lalitpur 44700,"art_gallery, museum, point_of_interest, store, establishment","Tate is an institution that houses, in a network of four art galleries, the United Kingdom's national collection of British art, and international modern and contemporary art. It is not a government institution, but its main sponsor is the UK Department for Culture, Media and Sport.
The name ""Tate"" is used also as the operating name for the corporate body, which was established by the Museums and Galleries Act 1992 as ""The Board of Trustees of the Tate Gallery""."
345,509,Mithila Things Art gallery,"M8GC+PPJ, Lalitpur 44600, Nepal",27.6768328,85.3217531,5.0,Lalitpur 44600,"art_gallery, point_of_interest, establishment","Painting is a visual art, which is characterized by the practice of applying paint, pigment, color or other medium to a solid surface (called the ""matrix"" or ""support""). The medium is commonly applied to the base with a brush, but other implements, such as knives, sponges, and airbrushes, may be used. One who produces paintings is called a painter."
346,510,ART DECOR,"M8M9+59F, Lalitpur 44700, Nepal",27.6829574,85.3183737,5.0,Lalitpur 44700,"art_gallery, point_of_interest, establishment","Art Deco, short for the French Arts décoratifs (lit. 'Decorative Arts'), is a style of visual arts, architecture, and product design, that first appeared in Paris in the 1910s (just before World War I), and flourished in the United States and Europe during the 1920s to early 1930s. Through styling and design of the exterior and interior of anything from large structures to small objects, including how people look (clothing, fashion, and jewelry), Art Deco has influenced bridges, buildings (from skyscrapers to cinemas), ships, ocean liners, trains, cars, trucks, buses, furniture, and everyday objects including radios and vacuum cleaners.
Art Deco got its name after the 1925 Exposition internationale des arts décoratifs et industriels modernes (International Exhibition of Modern Decorative and Industrial Arts) held in Paris."
347,512,Gallery of Creatives,"Sanepa Chowk, Lalitpur 44600, Nepal",27.6851703,85.30711,3.8,Lalitpur 44600,"art_gallery, point_of_interest, establishment","STPI - Creative Workshop & Gallery, Singapore (formerly known as Singapore Tyler Print Institute) is a creative workshop and contemporary art gallery based in Singapore that specialises in artistic experimentation in the medium of print and paper. To date, STPI has collaborated with over 90 artists from all over the world.
Situated in a restored 19th century warehouse by the Singapore River at Robertson Quay, the 4,000-square metre facility houses specialised printmaking presses and equipment, a paper mill, 400-square metre gallery, guest workshop, artist studio, artist apartments, staff offices and The Corner Shop."
348,513,Gallery Station,"Lalitpur 44600, Nepal",27.6777601,85.3145745,0.0,Nepal,"art_gallery, point_of_interest, establishment","Gallery Place station is a Washington Metro station in Washington, D.C., United States, on the Green, Yellow and Red Lines. It is one of the 4 major transfer points, a transfer station between the Red Line on the upper level and the Green/Yellow Lines on the lower level.
Gallery Place is located in Northwest Washington, with entrances at 7th and F, 7th and H, and 9th and G Streets."
349,514,HUNGRY EYE ART GALLERY,"Lalitpur 44700, Nepal",27.6783642,85.3113835,0.0,Nepal,"art_gallery, museum, point_of_interest, establishment","The Hungry Lion Throws Itself on the Antelope (Le lion ayant faim se jette sur l'antilope) is a large oil-on-canvas painting created by Henri Rousseau in 1905.  Following Scouts Attacked by a Tiger the previous year, The Hungry Lion was the second jungle painting to mark Rousseau's return to this genre after a 10-year hiatus caused by the generally negative reception to his 1891 painting Tiger in a Tropical Storm.
The Hungry Lion features a jungle scene of thick green foliage lit by a deep red setting sun."
350,515,Brush Strokes Art Gallery,"Lalitpur 44600, Nepal",27.6786833,85.3104654,0.0,Nepal,"art_gallery, point_of_interest, establishment","Drybrush is a painting technique in which a paint brush that is relatively dry, but still holds paint, is used to create a drawing or painting. Load is applied to a dry support such as paper or primed canvas. The resulting brush-strokes have a characteristic scratchy and textured look that lacks the smooth appearance that washes or blended paint commonly have."
351,516,The Idyllic Paintings,"M899+F2W, Lalitpur 44600, Nepal",27.6687445,85.3175768,0.0,Lalitpur 44600,"art_gallery, point_of_interest, establishment","An idyll (, UK also ; from Greek  εἰδύλλιον (eidullion) 'short poem'; occasionally spelled idyl in American English) is a short poem, descriptive of rustic life, written in the style of Theocritus's short pastoral poems, the Idylls (Εἰδύλλια).
Unlike Homer, Theocritus did not engage in heroes and warfare. His idylls are limited to a small intimate world, and describe scenes from everyday life."
352,517,Prints of Nepali Art,"M8M7+F2H, Bakhundol, Lalitpur 44600, Nepal",27.6837129,85.3126378,5.0,Bakhundol,"art_gallery, point_of_interest, establishment","The national flag of Nepal is the world's only non-rectangular flag which is used as both the state and civil flag of a sovereign country. The flag is a simplified combination of two single pennants, known as a double-pennon. Its crimson red is the symbol of bravery and it also represents the color of the rhododendron, Nepal's national flower, while the blue border is the color of peace."
353,518,Nuwakot 3D Art Museum,"buspark, Nuwakot 44900, Nepal",27.9038104,85.1444163,0.0,Nuwakot 44900,"museum, point_of_interest, establishment",
354,519,Sachin Art Gallery,"Syangja- Sataun Road, Putalibazar 33800, Nepal",28.1043191,83.8738888,0.0,Putalibazar 33800,"art_gallery, point_of_interest, establishment","National Gallery of Modern Art, Mumbai was opened to the public in 1996. It hosts various exhibitions and art collections of famous artists, sculptors and different civilizations. It is situated in the Cowasji Jehangir Hall, near Regal Cinema in Colaba."
355,552,Zorig Thangka Gallery,"Charumati Vihar, Kathmandu 44602, Nepal",27.7213159,85.361306,4.8,Kathmandu 44602,"art_gallery, point_of_interest, store, establishment","Bhutanese art (Dzongkha: འབྲུག་པའི་སྒྱུ་རྩལ) is similar to Tibetan art. Both are based upon Vajrayana Buddhism and its pantheon of teachers and divine beings.
The major orders of Buddhism in Bhutan are the Drukpa Lineage and the Nyingma."
356,555,Chitra Nepal,"Kathmandu 44600, Nepal",27.7243947,85.3224065,5.0,Nepal,"art_gallery, point_of_interest, establishment","Rastriya Janamorcha (Nepali: राष्ट्रिय जनमोर्चा, lit. 'National People's Front') is a political party in Nepal. It was originally founded in 1995 as the legal front of Communist Party of Nepal (Masal). Former Deputy Prime Minister, Chitra Bahdur KC is the chairman of the party."
357,556,Shrestha Art Gallery,"Siddhartha Sadak, Kathmandu 44600, Nepal",27.7109732,85.2938535,5.0,Kathmandu 44600,"art_gallery, point_of_interest, establishment","Sneha Shrestha (Nepali: स्नेहा श्रेष्ठ) is a Nepali contemporary visual artist, street artist, educator, and arts administrator. She is known for starting the Children's Art Museum of Nepal, and for her graffiti art, using the handle IMAGINE.


== Biography ==
Shrestha was born in Kathmandu, Nepal. After graduating in 2010 from Gettysburg College in Gettysburg, Pennsylvania, Shrestha moved to Boston, Massachusetts."
358,557,Newa Gallery,"Temple, Kathmandu 00977, Nepal",27.7152926,85.290278,5.0,Kathmandu 00977,"art_gallery, home_goods_store, point_of_interest, store, establishment","Newar (; Newar: नेवार, endonym: Newa; Newar: नेवा, Pracalit script: 𑐣𑐾𑐰𑐵𑑅‎), or Nepami, are primarily inhabitants in  Kathmandu Valley of Nepal and the Indian territories of Sikkim state and Gorkhaland including its surrounding areas and the creators of its historic heritage and civilisation. The Newar are a distinct linguistic and cultural group, primarily Indo-Aryan and Tibeto-Burman ethnicities, who share a common language, Nepal Bhasa, and predominantly practice Newar Hinduism and Newar Buddhism.
Newars have developed a division of labour and a sophisticated urban civilisation not seen elsewhere in the Himalayan foothills."
359,559,Art of Nepalaya,"Kathmandu 44600, Nepal",27.7105952,85.3116353,0.0,Nepal,"art_gallery, point_of_interest, establishment","This is a list of regimes of countries as well as a list of individual leaders around the world which have been described as having created a cult of personality by the media or academia. A cult of personality uses various techniques, including the mass media, propaganda, the arts, patriotism, and government-organized demonstrations and rallies to create a heroic image of a leader, often inviting worshipful behavior through uncritical flattery and praise.


== Afghanistan ==
Nur Muhammad Taraki of the ruling People's Democratic Party of Afghanistan served as President of Afghanistan from 1978 to 1979, when he told people to refer to him with titles such as the ""Great Leader"" and hung his portrait all across the Democratic Republic of Afghanistan."
360,561,Arjun Nepali Arghakhanchi,"Arghakhanchi malarani -8, chhahara, Nepal",28.0732956,83.0484613,0.0,chhahara,"museum, point_of_interest, establishment","The Nepalese Civil War was a protracted armed conflict that took place in the then Kingdom of Nepal from 1996 to 2006. It saw countrywide fighting between the Kingdom rulers and the Communist Party of Nepal (Maoist), with the latter making significant use of guerrilla warfare. The conflict began on 13 February 1996, when the CPN (Maoist) initiated an insurgency with the stated purpose of overthrowing the Nepali monarchy and establishing a people's republic; it ended with the signing of the Comprehensive Peace Accord on 21 November 2006."
361,562,Shree Shreedharacharya Saligram Museum,"7HWQ+44X, Baglung, Nepal",28.2953507,83.5878706,4.6,Baglung,"museum, point_of_interest, establishment",
362,563,हिलियापानी धारो,"7HMC+3J9, Baglung 33300, Nepal",28.2826616,83.5716231,5.0,Baglung 33300,"museum, point_of_interest, establishment",
363,564,कुमलेको पहरो,"7HMF+63X, Baglung 33300, Nepal",28.2831065,83.5727261,5.0,Baglung 33300,"museum, point_of_interest, establishment",
364,568,Brass and Bronze Museum,"Bhaktapur 44800, Nepal",27.6735419,85.4357212,4.1,Nepal,"museum, point_of_interest, establishment","The Bronze and Brass Museum is a museum located in Bhaktapur, Nepal."
365,570,"Falaicha Art,Culture And Museum Stay","Bhojpur 57000, Nepal",27.1567158,87.0843056,5.0,Nepal,"museum, point_of_interest, establishment",
366,573,सहिद अजबलाल ऐसमारक,"R3J4+MRP, Dhanusadham 45600, Nepal",26.8317219,86.0570743,3.5,Dhanusadham 45600,"museum, point_of_interest, establishment",
367,576,Taragaon Next,"Boudhanath Sadak, Kathmandu 44600, Nepal",27.7201823,85.3561869,4.2,Kathmandu 44600,"museum, point_of_interest, establishment","The Taragaon Museum is a private museum located in Kathmandu. It is located in the northern part of the city near the Bouddhanath stupa. It is situated on the ground of the Taragaon Regency hotel, which owns the museum."
368,579,The City Museum Kathmandu,"P869+F82, पर्यटक मार्ग, Kathmandu 44600, Nepal",27.7111816,85.3182855,2.5,पर्यटक मार्ग,"art_gallery, museum, point_of_interest, establishment","Kathmandu, officially the Kathmandu Metropolitan City, is the seat of federal government and the most populous city in Nepal. As of the 2021 Nepal census, there were 845,767 inhabitants living in 105,649 households and approximately 4 million people in its surrounding agglomeration. It is located in the Kathmandu Valley, a large valley surrounded by hills in central Nepal, at an altitude of 4,344 feet (1,324 metres) above sea level."
369,580,Aviation Museum,"44600, Kathmandu, Nepal",27.6938316,85.3538524,4.0,Kathmandu,"museum, tourist_attraction, point_of_interest, establishment","An aviation museum, air museum, or air and space museum is a museum exhibiting the history and artifacts of aviation. In addition to actual, replica or accurate reproduction aircraft, exhibits can include photographs, maps, models, dioramas, clothing and equipment used by aviators.
Aviation museums vary in size from housing just one or two aircraft to hundreds."
370,582,Military Museum,"Kathmandu 44600, Nepal",27.7065591,85.289711,4.4,Nepal,"tourist_attraction, museum, point_of_interest, establishment","A military museum or war museum is an institution dedicated to the preservation and education of the significance of wars, conflicts, and military actions. These museums serve as repositories of artifacts (not least weapons), documents, photographs, and other memorabilia related to the military and war. Some of these institutions may also be used as a war memorial for a particular country or conflict."
371,583,Birendra Museum,"Kot Square, Gangalal Marg, Kathmandu 44600, Nepal",27.7040812,85.3073134,4.0,Gangalal Marg,"museum, point_of_interest, establishment","The Birendra Museum is a museum located in Kathmandu Durbar Square, Kathmandu, Nepal. It is located alongside Tribhuvan Museum and Mahendra Museum. It contains personal artefacts that belonged to King Birendra Bir Bikram Shah, who is internationally known Nepalese king in the modern history."
372,584,Tribhuvan Museum,"P834+PW9, Kathmandu 44600, Nepal",27.7042985,85.3073738,4.5,Kathmandu 44600,"museum, point_of_interest, establishment","The Tribhuvan Museum is a museum located in Nepal. It is located alongside Birendra Museum and Mahendra Museum. It contains personal artefacts that belonged to King Tribhuvan Bir Bikram Shah, who is internationally known Nepalese king in the modern history."
373,585,Natural History Museum,"P77Q+M46 Natural Science Museum of Tribhuvan University, Swayambhu Cir Rd, Kathmandu 44600, Nepal",27.7145936,85.2879659,4.2,Swayambhu Cir Rd,"museum, tourist_attraction, point_of_interest, establishment","The American Museum of Natural History (AMNH) is a natural history museum on the Upper West Side of Manhattan in New York City. Located in Theodore Roosevelt Park, across the street from Central Park, the museum complex comprises 21 interconnected buildings housing 45 permanent exhibition halls, in addition to a planetarium and a library. The museum collections contain about 32 million specimens of plants, animals, fungi, fossils, minerals, rocks, meteorites, human remains, and human cultural artifacts, as well as specialized collections for frozen tissue and genomic and astrophysical data, of which only a small fraction can be displayed at any given time."
374,586,Shree Sadan,"Palace Museum, Kathmandu 44600, Nepal",27.7151866,85.3208639,3.9,Kathmandu 44600,"museum, point_of_interest, establishment","Shree Sadan (Nepali: श्री सदन) is a three-storey cottage used by King Birendra and his family. 
Shree Sadan was opened to the public in November 2020. It spans over 754 ropanis of land."
375,588,Purna Museum of Newa Art,"Kupondole Hts Rd, Lalitpur 44700, Nepal",27.6835819,85.318023,5.0,Lalitpur 44700,"museum, point_of_interest, establishment","Newar (; Newar: नेवार, endonym: Newa; Newar: नेवा, Pracalit script: 𑐣𑐾𑐰𑐵𑑅‎), or Nepami, are primarily inhabitants in  Kathmandu Valley of Nepal and the Indian territories of Sikkim state and Gorkhaland including its surrounding areas and the creators of its historic heritage and civilisation. The Newar are a distinct linguistic and cultural group, primarily Indo-Aryan and Tibeto-Burman ethnicities, who share a common language, Nepal Bhasa, and predominantly practice Newar Hinduism and Newar Buddhism.
Newars have developed a division of labour and a sophisticated urban civilisation not seen elsewhere in the Himalayan foothills."
376,589,RICH museum of Craft and Design,"J8M9+949, Lalitpur 44700, Nepal",27.6334191,85.3178297,4.5,Lalitpur 44700,"museum, point_of_interest, establishment","The Mint Museum, also referred to as The Mint Museums, is a cultural institution comprising two museums, located in Charlotte, North Carolina. The Mint Museum Randolph and Mint Museum Uptown, together these two locations have hundreds of collections showcasing art and design from around the globe.
In 2018, The Mint Museum announced Todd A. Herman, PhD, former Executive Director at The Arkansas Arts Center, as the new president and CEO. Bruce LaRowe, former Executive Director of Children's Theatre of Charlotte, was the Interim CEO on June 21, 2017."
377,590,Limbu Museum,"M848+QCC, Timba Sirak Factory, Lalitpur 44700, Nepal",27.6568711,85.3160227,3.7,Timba Sirak Factory,"museum, point_of_interest, establishment","Rambahadur Limbu,  (Nepali: रामबहादुर लिम्बू; 8 July 1939 – 22 April 2023) was a Nepalese Gurkha and recipient of the Victoria Cross, the highest award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces. Rambahadur Limbu belonged to the Begha Clan of Limbu people of Nepal. Limbu was born in Chyangthapu village, Tehrathum, in East Nepal, and later lived in Damak."
378,592,दुपाःत्वाः पुखुसि फल्चा ( Phukhusi Phalcha ),"Lalitpur 44600, Nepal",27.6695813,85.330258,5.0,Nepal,"museum, point_of_interest, establishment",
379,593,Newa stone craft,"M8CJ+29V, Bhinchhen Baha Marg Uttar, Lalitpur 44600, Nepal",27.6701056,85.3308545,4.7,Bhinchhen Baha Marg Uttar,"museum, point_of_interest, establishment","A makar (  ) is a term from Scottish literature for a poet or bard, often thought of as a royal court poet.
Since the 19th century, the term The Makars has been specifically used to refer to a number of poets of fifteenth and sixteenth century Scotland, in particular Robert Henryson, William Dunbar and Gavin Douglas, who wrote a diverse genre of works in Middle Scots in the period of the Northern Renaissance.
The Makars have often been referred to by literary critics as Scots Chaucerians."
380,594,TIBETAN SINGINGBOWL CENTER,"भिन्द्यो क्व, Bhimshen ,(Bangalaamukhi marga, Lalitpur 44600, Nepal",27.674199,85.3252728,4.8,Bhimshen,"museum, point_of_interest, establishment",
381,595,Dhalachhen,"M89H+JMJ, Tyagal - Lalitpur Rd, Lalitpur 44600, Nepal",27.6690774,85.3291483,4.0,Tyagal - Lalitpur Rd,"museum, point_of_interest, establishment",
382,596,Khukuri house gallery,"Patan industrial estate, Lalitpur 44700, Nepal",27.664022,85.3265519,5.0,Lalitpur 44700,"museum, point_of_interest, establishment","Amar Singh Thapa distinguished as Badakaji Amar Singh Thapa(Nepali: बडाकाजी अमर सिंह थापा), or Amar Singh Thapa The Elder, (also spelled Ambar Simha) also known by the honorific name Bada Kaji (""Senior Kaji"") or Budha Kaji (""The Old Kaji""), was a Gorkhali military general, governor and warlord in the Kingdom of Nepal. He was the overall commander of the Nepal Army in the conquest of Western Provinces and authoritative ruler of Kumaon, Garhwal  in the Kingdom of Nepal. He was referred by the King of Nepal to have been deployed as Mukhtiyar (equivalent to Prime Minister) of Western Provinces of Kumaon, Garhwal."
383,597,NIRVANA THANGKA GALLERY,"क्वाल्खु, Lalitpur 44700, Nepal",27.6746172,85.3249087,3.3,Lalitpur 44700,"museum, point_of_interest, establishment","A thangka (Nepali pronunciation: [ˈt̪ʰaŋka]; Tibetan: ཐང་ཀ་; Nepal Bhasa: पौभा) is a Tibetan Buddhist painting on cotton, silk appliqué, usually depicting a Buddhist deity, scene, or mandala. Thangkas are traditionally kept unframed and rolled up when not on display, mounted on a textile backing somewhat in the style of Chinese scroll paintings, with a further silk cover on the front. So treated, thangkas can last a long time, but because of their delicate nature, they have to be kept in dry places where moisture will not affect the quality of the silk."
384,598,PEACE GALLERY IMPEX,"M8GF+3HW, धलायचा लँ, Lalitpur 44700, Nepal",27.6752292,85.3239631,4.0,धलायचा लँ,"museum, point_of_interest, establishment","Babar (Urdu:  بابر ), also variously spelled as Baber, Babur, and Babor is a male given name of Pashto, and Persian origin, and a popular male given name in Pakistan. It is generally taken in reference to the Persian babr (Persian: ببر), meaning ""tiger"". There is a similar name in connotation to the Arabic male given form and generic name of the animal by the name ""Nimr"" (Arabic: نَمِر namir) which means ""yellow-black stripped cat"", i.e."
385,600,TARA ART CONCERN,"M8FF+RQ5, Kwalakhu Rd, Lalitpur 44700, Nepal",27.6745021,85.3244867,5.0,Kwalakhu Rd,"museum, point_of_interest, establishment","Meghe Dhaka Tara (Bengali: মেঘে ঢাকা তারা Mēghē Ḍhākā Tārā, lit. The Cloud-Capped Star) is a 1960 film written and directed by Ritwik Ghatak, based on a social novel by Shaktipada Rajguru with the same title. It stars Supriya Choudhury, Anil Chatterjee, Gita Dey, Bijon Bhattacharya, Niranjan Roy, and Gyanesh Mukherjee."
386,602,Shakya Siddhartha Thanka Painting School,"M8FF+XWV, Kwalakhu Rd, Lalitpur 44700, Nepal",27.674972,85.3248044,5.0,Kwalakhu Rd,"museum, point_of_interest, establishment","Padmasambhava (""Born from a Lotus""), also known as Guru Rinpoche (Precious Guru) and the Lotus Born from Oḍḍiyāna, was a semi-legendary tantric Buddhist Vajra master from India who fully revealed the Vajrayana in Tibet, circa 8th – 9th centuries. He is considered an emanation or Nirmāṇakāya of Shakyamuni Buddha as foretold by the Buddha himself. According to early Tibetan sources including the Testament of Ba, he came to Tibet in the 8th century and designed Samye Monastery, the first Buddhist monastery in Tibet during the reign of King Trisong Detsen."
387,603,Gyanlal Handcraft,"M8CG+RQ7, Lalitpur 44700, Nepal",27.6720413,85.3269305,4.6,Lalitpur 44700,"museum, point_of_interest, establishment",
388,604,Nepalese Crafts Pvt. Ltd.,"Patan Industrial Estate, Thulo Chakra, Lalitpur 44700, Nepal",27.6624185,85.3245447,4.3,Thulo Chakra,"museum, point_of_interest, establishment","Lalitpur Metropolitan City (Nepali: ललितपुर महानगरपालिका, Lālitapura Mahānagarapālikā), also known as Patan (Sanskrit: पाटन, Pāṭana), Yala (Newar: 𑐫𑐮), and Manigal, is a metropolitan city and fourth most populous city of Nepal with 299,843 inhabitants living in 49,044 households per the 2021 census. It is located in the south-central part of Kathmandu Valley, a large valley in the high plateaus in central Nepal, at an altitude of 1,400 metres (4,600 feet).
It is best known for its rich cultural heritage, particularly its tradition of arts and crafts."
389,605,PATAN FINE ART,"M8FF+VX9, Kwalakhu Nhoolan Marg, Lalitpur 44700, Nepal",27.6745993,85.3249616,0.0,Kwalakhu Nhoolan Marg,"museum, point_of_interest, establishment","Lalitpur Metropolitan City (Nepali: ललितपुर महानगरपालिका, Lālitapura Mahānagarapālikā), also known as Patan (Sanskrit: पाटन, Pāṭana), Yala (Newar: 𑐫𑐮), and Manigal, is a metropolitan city and fourth most populous city of Nepal with 299,843 inhabitants living in 49,044 households per the 2021 census. It is located in the south-central part of Kathmandu Valley, a large valley in the high plateaus in central Nepal, at an altitude of 1,400 metres (4,600 feet).
It is best known for its rich cultural heritage, particularly its tradition of arts and crafts."
390,606,इतिहास हस्तकला,"M8FF+JW6, भिन्द्यो क्व - सौग: लँ, Lalitpur 44700, Nepal",27.6740334,85.3247752,3.0,भिन्द्यो क्व - सौग: लँ,"museum, point_of_interest, establishment",
391,607,Bodhisattva International,"House no 91, Diamond Marg, Lalitpur 44600, Nepal",27.6837017,85.3179958,0.0,Diamond Marg,"museum, point_of_interest, establishment","In Buddhism, a bodhisattva (English:  BOH-dee-SUT-və; Sanskrit: बोधिसत्त्व, romanized: bodhisattva; Pali: बोधिसत्त, romanized: bodhisatta) or bodhisatva is a person who is on the path towards bodhi ('awakening') or Buddhahood.
In the Early Buddhist schools, as well as modern Theravāda Buddhism, bodhisattva (or bodhisatta) refers to someone who has made a resolution to become a Buddha and has also received a confirmation or prediction from a living Buddha that this will be so.
In Mahāyāna Buddhism, a bodhisattva refers to anyone who has generated bodhicitta, a spontaneous wish and compassionate mind to attain Buddhahood for the benefit of all sentient beings."
392,608,Babu Ratna Stone Carving,"मंगलबजार रोड, Lalitpur 44700, Nepal",27.6690297,85.3289959,4.3,Lalitpur 44700,"museum, point_of_interest, establishment","The Shilp Guru is the highest honour in the Indian handicrafts sector awarded by Development Commissioner (Handicrafts), Ministry of Textiles, Government of India. It is conferred annually upon 10 master craftspersons who have created an exceptional piece of craft work, showcased highest level of quality and skill in the traditional Indian handicrafts and passed on their skills to the next generation of artisans.
The awards were first introduced in 2002 where 10 eminent master craftpersons were honoured with Shilp Guru (master artisan) title by the President of India."
